InvoiceNo,InvoiceDate,InvoiceSum
549547,2011-04-10,140.700
549548,2011-04-10,36.390
549550,2011-04-10,34.050
549551,2011-04-10,93.320
549552,2011-04-10,28.040
549553,2011-04-10,20.250
549554,2011-04-10,17.700
549555,2011-04-10,17.340
549556,2011-04-10,19.000
549557,2011-04-10,42.400
549558,2011-04-10,21.900
549560,2011-04-10,2.340
549561,2011-04-10,16.650
549562,2011-04-10,2.100
549563,2011-04-10,38.600
549564,2011-04-10,26.250
549566,2011-04-10,30.850
549567,2011-04-10,7.890
549568,2011-04-10,124.740
549569,2011-04-10,49.690
549570,2011-04-10,23.750
549571,2011-04-10,71.360
549572,2011-04-10,24.960
549573,2011-04-10,26.880
549574,2011-04-10,45.750
549575,2011-04-10,36.500
549576,2011-04-11,34.000
549577,2011-04-11,352.020
549578,2011-04-11,99.860
549581,2011-04-11,12.600
549583,2011-04-11,81.350
549584,2011-04-11,107.250
549585,2011-04-11,158.400
549586,2011-04-11,760.840
549587,2011-04-11,56.200
549592,2011-04-11,52.700
549595,2011-04-11,203.520
549596,2011-04-11,49.960
549597,2011-04-11,28.440
549628,2011-04-11,30.240
549646,2011-04-11,69.900
549678,2011-04-11,61.200
549679,2011-04-11,30.000
549681,2011-04-11,60.820
549690,2011-04-11,52.650
549691,2011-04-11,13.200
549693,2011-04-11,10.200
549711,2011-04-11,114.300
549712,2011-04-11,14.950
549713,2011-04-11,37.600
549714,2011-04-11,7.100
549715,2011-04-11,9.960
549716,2011-04-11,16.950
549718,2011-04-11,24.960
549720,2011-04-11,11.450
549729,2011-04-11,48.650
549730,2011-04-11,3.300
549732,2011-04-11,121.600
549733,2011-04-11,27.100
549734,2011-04-11,60.170
549735,2011-04-12,33.500
549736,2011-04-12,10.500
549737,2011-04-12,16.500
549740,2011-04-12,17.000
549741,2011-04-12,31.500
549742,2011-04-12,65.880
549743,2011-04-12,40.080
549745,2011-04-12,15.900
549746,2011-04-12,309.780
549747,2011-04-12,145.000
549748,2011-04-12,76.320
549749,2011-04-12,15.000
549750,2011-04-12,8.950
549752,2011-04-12,8.500
549754,2011-04-12,20.400
549771,2011-04-12,39.610
549787,2011-04-12,11.750
549789,2011-04-12,116.260
549790,2011-04-12,23.400
549813,2011-04-12,13.850
549826,2011-04-12,17.700
549829,2011-04-12,48.500
549830,2011-04-12,69.820
549831,2011-04-12,104.500
549833,2011-04-12,154.800
549834,2011-04-12,67.500
549835,2011-04-12,92.210
549837,2011-04-12,245.000
549838,2011-04-12,46.500
549843,2011-04-12,129.300
549844,2011-04-12,52.000
549847,2011-04-12,22.700
549851,2011-04-12,50.940
549874,2011-04-12,42.310
549880,2011-04-12,37.920
549881,2011-04-12,34.320
549901,2011-04-12,6.100
549902,2011-04-12,158.200
549903,2011-04-12,16.500
549904,2011-04-12,1.450
549906,2011-04-12,40.750
549907,2011-04-12,67.500
549909,2011-04-12,36.660
549910,2011-04-12,6.800
549911,2011-04-13,97.140
549915,2011-04-13,12.500
549916,2011-04-13,32.120
549917,2011-04-13,5.040
549920,2011-04-13,25.800
549923,2011-04-13,34.800
549929,2011-04-13,38.610
549932,2011-04-13,14.750
549933,2011-04-13,78.900
549934,2011-04-13,17.850
549936,2011-04-13,394.200
549937,2011-04-13,69.000
549939,2011-04-13,17.850
549940,2011-04-13,327.500
549943,2011-04-13,8.770
549944,2011-04-13,35.700
549946,2011-04-13,14.640
549947,2011-04-13,68.460
549949,2011-04-13,41.500
549951,2011-04-13,55.000
549954,2011-04-13,46.720
549956,2011-04-13,100.440
549957,2011-04-13,31.800
549958,2011-04-13,69.250
549959,2011-04-13,19.900
549964,2011-04-13,126.150
549965,2011-04-13,75.000
549966,2011-04-13,24.150
549967,2011-04-13,135.600
549969,2011-04-13,25.500
549970,2011-04-13,1.650
549971,2011-04-13,33.000
549972,2011-04-13,45.000
549975,2011-04-13,15.000
549976,2011-04-13,8.500
549977,2011-04-13,5.900
549978,2011-04-13,56.700
549980,2011-04-13,26.040
549981,2011-04-13,16.580
549982,2011-04-13,19.800
549983,2011-04-13,29.200
549984,2011-04-13,61.800
549985,2011-04-13,167.250
549988,2011-04-13,61.650
549989,2011-04-13,34.930
549992,2011-04-14,17.000
549993,2011-04-14,60.000
549995,2011-04-14,54.080
549996,2011-04-14,24.960
549998,2011-04-14,240.160
549999,2011-04-14,68.300
550000,2011-04-14,79.200
550001,2011-04-14,24.460
550006,2011-04-14,51.990
550008,2011-04-14,15.800
550012,2011-04-14,9.650
550015,2011-04-14,126.600
550016,2011-04-14,94.950
550017,2011-04-14,36.300
550033,2011-04-14,28.140
550034,2011-04-14,112.000
550035,2011-04-14,17.210
550052,2011-04-14,74.600
550057,2011-04-14,14.600
550071,2011-04-14,41.680
550106,2011-04-14,27.050
550123,2011-04-14,63.660
550124,2011-04-14,13.200
550125,2011-04-14,55.200
550126,2011-04-14,15.000
550128,2011-04-14,2.550
550129,2011-04-14,60.600
550130,2011-04-14,17.900
550131,2011-04-14,5.040
550132,2011-04-14,65.900
550134,2011-04-14,160.400
550138,2011-04-14,1.650
550144,2011-04-14,39.580
550148,2011-04-14,51.300
550149,2011-04-14,11.400
550152,2011-04-14,13.500
550155,2011-04-14,15.900
550156,2011-04-14,305.280
550157,2011-04-14,3.300
550158,2011-04-14,179.160
550159,2011-04-14,262.500
550160,2011-04-14,162.720
550161,2011-04-14,17.000
550163,2011-04-14,76.500
550167,2011-04-14,70.200
550169,2011-04-14,88.640
550173,2011-04-14,40.200
550179,2011-04-14,14.850
550180,2011-04-14,18.750
550182,2011-04-14,117.000
550183,2011-04-14,207.230
550184,2011-04-14,2.100
550189,2011-04-14,5.900
550190,2011-04-14,11.700
550191,2011-04-14,13.800
550193,2011-04-15,173.600
550194,2011-04-15,31.750
550196,2011-04-15,18.090
550200,2011-04-15,47.700
550202,2011-04-15,79.950
550203,2011-04-15,28.130
550204,2011-04-15,31.470
550205,2011-04-15,169.250
550206,2011-04-15,51.570
550207,2011-04-15,258.140
550208,2011-04-15,67.940
550209,2011-04-15,161.770
550210,2011-04-15,74.540
550211,2011-04-15,30.600
550212,2011-04-15,150.880
550213,2011-04-15,66.280
550214,2011-04-15,29.800
550215,2011-04-15,38.060
550216,2011-04-15,65.400
550218,2011-04-15,20.280
550250,2011-04-15,35.700
550251,2011-04-15,60.600
550255,2011-04-15,17.880
550264,2011-04-15,26.700
550272,2011-04-15,161.280
550274,2011-04-15,52.500
550275,2011-04-15,15.900
550278,2011-04-15,605.320
550279,2011-04-15,34.160
550280,2011-04-15,57.460
550282,2011-04-15,13.540
550283,2011-04-15,70.800
550285,2011-04-15,50.100
550286,2011-04-15,30.000
550287,2011-04-15,5.040
550288,2011-04-15,24.150
550289,2011-04-15,58.050
550290,2011-04-15,54.750
550291,2011-04-15,17.000
550296,2011-04-15,23.600
550297,2011-04-15,72.540
550298,2011-04-15,76.080
550299,2011-04-15,240.600
550303,2011-04-17,22.300
550304,2011-04-17,73.800
550305,2011-04-17,123.480
550308,2011-04-17,358.000
550309,2011-04-17,83.400
550311,2011-04-17,3.430
550312,2011-04-17,129.900
550314,2011-04-17,82.060
550315,2011-04-17,27.000
550316,2011-04-17,37.800
550317,2011-04-17,57.950
550318,2011-04-17,9.780
550319,2011-04-17,23.050
550320,2011-04-17,103.610
550321,2011-04-17,23.490
550322,2011-04-17,13.780
550323,2011-04-17,158.530
550324,2011-04-17,40.200
550325,2011-04-17,34.850
550326,2011-04-17,30.750
550327,2011-04-17,59.700
550328,2011-04-17,33.990
550330,2011-04-17,15.000
550331,2011-04-17,40.800
550332,2011-04-17,19.850
550333,2011-04-17,7.800
550334,2011-04-17,51.550
550335,2011-04-17,7.950
550336,2011-04-17,30.000
550339,2011-04-17,52.800
550340,2011-04-17,28.520
550341,2011-04-17,15.000
550343,2011-04-17,102.000
550346,2011-04-18,33.600
550347,2011-04-18,43.200
550348,2011-04-18,69.380
550350,2011-04-18,80.700
550351,2011-04-18,15.000
550352,2011-04-18,26.850
550359,2011-04-18,67.110
550360,2011-04-18,36.700
550361,2011-04-18,92.760
550362,2011-04-18,272.000
550364,2011-04-18,17.700
550389,2011-04-18,34.330
550408,2011-04-18,45.800
550437,2011-04-18,12.750
550438,2011-04-18,58.600
550439,2011-04-18,92.050
550446,2011-04-18,93.800
550447,2011-04-18,31.020
550449,2011-04-18,255.000
550450,2011-04-18,90.000
550452,2011-04-18,164.450
550458,2011-04-18,373.440
550459,2011-04-18,26.960
550461,2011-04-18,9269.400
550462,2011-04-18,17.000
550464,2011-04-18,69.930
550465,2011-04-18,25.200
550467,2011-04-18,14.050
550468,2011-04-18,81.440
550469,2011-04-18,12.150
550470,2011-04-18,162.890
550471,2011-04-18,151.950
550473,2011-04-18,28.310
550474,2011-04-18,147.540
550476,2011-04-18,81.360
550477,2011-04-18,108.700
550478,2011-04-18,54.600
550479,2011-04-18,130.200
550480,2011-04-18,39.600
550488,2011-04-18,8.650
550490,2011-04-18,78.350
550492,2011-04-18,42.500
550493,2011-04-18,16.550
550495,2011-04-18,12.600
550496,2011-04-18,208.790
550498,2011-04-18,6.250
550499,2011-04-18,71.740
550500,2011-04-18,282.780
550503,2011-04-18,74.000
550504,2011-04-18,27.900
550512,2011-04-18,45.620
550513,2011-04-18,28.650
550514,2011-04-18,41.400
550515,2011-04-18,9.940
550517,2011-04-19,112.300
550518,2011-04-19,56.950
550519,2011-04-19,138.100
550520,2011-04-19,36.020
550521,2011-04-19,45.420
550522,2011-04-19,34.280
550523,2011-04-19,20.850
550525,2011-04-19,40.600
550526,2011-04-19,19.800
550528,2011-04-19,10.400
550532,2011-04-19,14.500
550535,2011-04-19,15.000
550539,2011-04-19,34.800
550541,2011-04-19,218.500
550542,2011-04-19,244.750
550560,2011-04-19,20.800
550579,2011-04-19,6.800
550607,2011-04-19,96.650
550612,2011-04-19,31.450
550613,2011-04-19,192.500
550615,2011-04-19,45.840
550617,2011-04-19,54.600
550621,2011-04-19,4.650
550622,2011-04-19,133.080
550626,2011-04-19,10.560
550627,2011-04-19,94.550
550629,2011-04-19,41.700
550630,2011-04-19,247.590
550631,2011-04-19,97.400
550632,2011-04-19,28.270
550633,2011-04-19,44.600
550636,2011-04-19,125.290
550637,2011-04-19,43.920
550638,2011-04-19,126.510
550639,2011-04-19,17.000
550641,2011-04-19,1.650
550649,2011-04-19,25.500
550651,2011-04-19,88.350
550655,2011-04-19,3.750
550657,2011-04-20,241.120
550659,2011-04-20,20.460
550662,2011-04-20,55.000
550663,2011-04-20,16.500
550666,2011-04-20,19.800
550667,2011-04-20,288.000
550673,2011-04-20,169.200
550701,2011-04-20,96.600
550710,2011-04-20,163.200
550712,2011-04-20,102.100
550714,2011-04-20,65.100
550723,2011-04-20,7.600
550740,2011-04-20,240.430
550750,2011-04-20,49.050
550755,2011-04-20,23.800
550756,2011-04-20,127.500
550766,2011-04-20,11.700
550767,2011-04-20,20.280
550768,2011-04-20,47.550
550769,2011-04-20,41.300
550773,2011-04-20,49.500
550774,2011-04-20,128.380
550775,2011-04-20,197.800
550776,2011-04-20,16.950
550779,2011-04-20,651.300
550783,2011-04-20,51.400
550784,2011-04-20,63.300
550785,2011-04-20,20.700
550796,2011-04-20,11.750
550798,2011-04-20,109.500
550799,2011-04-20,32.650
550803,2011-04-20,46.100
550804,2011-04-20,73.600
550805,2011-04-20,82.500
550806,2011-04-20,31.800
550811,2011-04-20,30.600
550818,2011-04-20,5.000
550819,2011-04-20,44.200
550820,2011-04-21,25.660
550823,2011-04-21,570.000
550828,2011-04-21,4.150
550829,2011-04-21,63.570
550830,2011-04-21,64.400
550832,2011-04-21,83.400
550834,2011-04-21,19.800
550835,2011-04-21,119.710
550836,2011-04-21,158.800
550837,2011-04-21,50.000
550838,2011-04-21,24.360
550885,2011-04-21,39.000
550890,2011-04-21,21.800
550900,2011-04-21,175.800
550901,2011-04-21,23.980
550906,2011-04-21,140.480
550912,2011-04-21,107.200
550913,2011-04-21,12.600
550914,2011-04-21,190.600
550915,2011-04-21,29.050
550917,2011-04-21,201.600
550918,2011-04-21,26.100
550921,2011-04-21,88.740
550925,2011-04-21,45.950
550936,2011-04-21,39.600
550938,2011-04-21,43.350
550939,2011-04-21,131.550
550941,2011-04-21,39.740
550942,2011-04-21,9.950
550944,2011-04-21,37.400
550953,2011-04-21,157.730
550955,2011-04-21,24.900
550956,2011-04-21,49.310
550957,2011-04-21,13.180
550958,2011-04-21,50.660
550963,2011-04-21,8.850
550964,2011-04-21,24.960
550965,2011-04-21,3.750
550967,2011-04-21,17.400
550968,2011-04-21,54.900
550971,2011-04-21,17.400
550972,2011-04-21,22.200
550973,2011-04-21,67.500
550974,2011-04-21,16.500
550978,2011-04-21,17.700
550986,2011-04-21,176.820
550987,2011-04-21,64.120
550988,2011-04-21,38.500
550989,2011-04-21,4.890
550991,2011-04-21,39.000
550992,2011-04-21,7.500
550993,2011-04-21,43.450
550994,2011-04-21,103.550
550995,2011-04-26,146.100
550996,2011-04-26,71.280
550997,2011-04-26,4.560
550999,2011-04-26,50.400
551000,2011-04-26,51.000
551002,2011-04-26,17.700
551003,2011-04-26,104.000
551004,2011-04-26,222.130
551005,2011-04-26,80.400
551006,2011-04-26,187.470
551007,2011-04-26,36.540
551008,2011-04-26,20.600
551009,2011-04-26,81.080
551010,2011-04-26,37.050
551011,2011-04-26,100.350
551012,2011-04-26,122.250
551014,2011-04-26,267.960
551016,2011-04-26,203.380
551021,2011-04-26,326.400
551028,2011-04-26,74.250
551033,2011-04-26,58.390
551035,2011-04-26,17.700
551056,2011-04-26,89.770
551057,2011-04-26,17.750
551058,2011-04-26,10.800
551059,2011-04-26,50.160
551062,2011-04-26,432.000
551085,2011-04-26,15.600
551088,2011-04-26,83.100
551125,2011-04-26,45.000
551133,2011-04-26,60.000
551134,2011-04-26,14.370
551136,2011-04-26,42.500
551137,2011-04-26,15.700
551138,2011-04-26,38.160
551142,2011-04-26,59.920
551143,2011-04-26,67.550
551147,2011-04-26,15.900
551148,2011-04-26,34.800
551149,2011-04-26,11.700
551150,2011-04-26,16.500
551151,2011-04-26,102.600
551152,2011-04-26,39.310
551158,2011-04-26,15.900
551160,2011-04-26,140.580
551161,2011-04-26,35.720
551170,2011-04-26,15.000
551171,2011-04-26,45.710
551173,2011-04-26,65.280
551174,2011-04-26,96.590
551176,2011-04-26,0.850
551181,2011-04-27,402.000
551182,2011-04-27,44.920
551183,2011-04-27,45.000
551185,2011-04-27,165.000
551192,2011-04-27,66.600
551193,2011-04-27,8.340
551194,2011-04-27,2.080
551198,2011-04-27,56.880
551199,2011-04-27,22.440
551200,2011-04-27,2.950
551202,2011-04-27,45.900
551218,2011-04-27,37.300
551250,2011-04-27,21.010
551262,2011-04-27,14.330
551268,2011-04-27,48.020
551269,2011-04-27,63.300
551270,2011-04-27,43.420
551271,2011-04-27,30.150
551274,2011-04-27,35.280
551275,2011-04-27,24.960
551276,2011-04-27,56.550
551277,2011-04-27,67.850
551280,2011-04-27,8.850
551281,2011-04-27,8.400
551282,2011-04-27,39.690
551283,2011-04-27,94.340
551284,2011-04-27,1.300
551286,2011-04-27,53.100
551287,2011-04-27,6.800
551291,2011-04-27,120.240
551293,2011-04-27,36.060
551294,2011-04-27,44.740
551299,2011-04-27,15.000
551301,2011-04-27,121.200
551305,2011-04-27,16.500
551314,2011-04-27,241.920
551315,2011-04-27,10.400
551332,2011-04-27,55.800
551337,2011-04-27,7.950
551339,2011-04-27,76.780
551340,2011-04-27,82.000
551341,2011-04-28,17.850
551342,2011-04-28,84.200
551343,2011-04-28,35.400
551344,2011-04-28,130.800
551347,2011-04-28,20.400
551349,2011-04-28,45.300
551350,2011-04-28,19.800
551351,2011-04-28,495.640
551352,2011-04-28,102.820
551384,2011-04-28,15.000
551385,2011-04-28,87.500
551387,2011-04-28,81.600
551390,2011-04-28,22.500
551393,2011-04-28,17.400
551395,2011-04-28,10.080
551396,2011-04-28,30.450
551397,2011-04-28,35.400
551399,2011-04-28,42.250
551400,2011-04-28,62.500
551412,2011-04-28,17.700
551413,2011-04-28,166.800
551414,2011-04-28,52.150
551417,2011-04-28,6.960
551418,2011-04-28,35.020
551421,2011-04-28,0.950
551423,2011-04-28,2.900
551426,2011-04-28,45.900
551428,2011-04-28,24.960
551436,2011-04-28,31.300
551437,2011-04-28,23.400
551438,2011-04-28,102.480
551439,2011-04-28,45.400
551440,2011-04-28,24.390
551462,2011-04-28,49.950
551468,2011-04-28,87.650
551469,2011-04-28,1.250
551470,2011-04-28,23.400
551471,2011-04-28,57.160
551501,2011-04-28,133.200
551507,2011-04-28,35.100
551516,2011-05-01,44.100
551517,2011-05-01,22.790
551518,2011-05-01,114.700
551519,2011-05-01,60.300
551520,2011-05-01,9.650
551524,2011-05-01,86.600
551525,2011-05-01,99.700
551527,2011-05-01,17.580
551528,2011-05-01,4.250
551531,2011-05-01,76.190
551533,2011-05-01,25.200
551534,2011-05-01,145.600
551537,2011-05-03,4.250
551542,2011-05-03,27.640
551543,2011-05-03,30.450
551546,2011-05-03,33.200
551547,2011-05-03,430.380
551548,2011-05-03,40.800
551549,2011-05-03,42.600
551550,2011-05-03,40.350
551555,2011-05-03,30.000
551558,2011-05-03,20.290
551559,2011-05-03,522.160
551560,2011-05-03,10.200
551561,2011-05-03,46.220
551562,2011-05-03,159.360
551564,2011-05-03,77.350
551584,2011-05-03,57.800
551599,2011-05-03,70.290
551603,2011-05-03,35.400
551616,2011-05-03,3.700
551617,2011-05-03,489.600
551618,2011-05-03,297.000
551623,2011-05-03,30.600
551647,2011-05-03,17.400
551650,2011-05-03,89.340
551653,2011-05-03,97.200
551655,2011-05-03,3.200
551658,2011-05-03,54.300
551660,2011-05-03,35.400
551661,2011-05-03,15.900
551662,2011-05-03,61.200
551665,2011-05-03,57.400
551686,2011-05-03,107.520
551687,2011-05-03,21.000
551688,2011-05-03,16.500
551693,2011-05-03,10.500
551696,2011-05-03,114.380
551698,2011-05-03,82.500
551702,2011-05-03,14.750
551713,2011-05-03,48.300
551714,2011-05-03,3.950
551715,2011-05-03,16.500
551717,2011-05-03,16.990
551718,2011-05-03,186.230
551719,2011-05-03,317.040
551720,2011-05-03,41.100
551721,2011-05-03,33.350
551724,2011-05-03,15.050
551725,2011-05-04,145.000
551727,2011-05-04,53.280
551731,2011-05-04,76.200
551733,2011-05-04,40.050
551734,2011-05-04,34.800
551739,2011-05-04,30.850
551747,2011-05-04,199.220
551774,2011-05-04,5.200
551775,2011-05-04,80.200
551776,2011-05-04,18.600
551791,2011-05-04,126.240
551809,2011-05-04,1141.300
551810,2011-05-04,20.130
551811,2011-05-04,20.500
551812,2011-05-04,124.080
551813,2011-05-04,32.450
551816,2011-05-04,10.580
551817,2011-05-04,39.150
551822,2011-05-04,27.500
551823,2011-05-04,61.050
551824,2011-05-04,83.800
551825,2011-05-04,17.000
551826,2011-05-04,4.200
551833,2011-05-04,28.200
551834,2011-05-04,11.400
551840,2011-05-04,390.600
551842,2011-05-04,30.790
551843,2011-05-04,24.150
551844,2011-05-04,7.500
551845,2011-05-04,2.900
551846,2011-05-04,35.720
551849,2011-05-04,218.550
551850,2011-05-04,23.400
551851,2011-05-04,622.500
551852,2011-05-04,17.700
551855,2011-05-04,169.350
551857,2011-05-04,16.500
551858,2011-05-04,30.150
551859,2011-05-04,10.200
551869,2011-05-04,50.400
551872,2011-05-04,19.800
551874,2011-05-05,61.440
551876,2011-05-05,82.500
551879,2011-05-05,163.200
551880,2011-05-05,63.600
551881,2011-05-05,38.160
551884,2011-05-05,53.640
551885,2011-05-05,10.080
551891,2011-05-05,37.020
551894,2011-05-05,16.350
551907,2011-05-05,19.900
551944,2011-05-05,32.500
551945,2011-05-05,15.000
551946,2011-05-05,79.200
551951,2011-05-05,159.000
551953,2011-05-05,105.960
551954,2011-05-05,3.300
551956,2011-05-05,14.530
551958,2011-05-05,35.900
551959,2011-05-05,34.700
551960,2011-05-05,81.900
551961,2011-05-05,54.750
551962,2011-05-05,24.750
551963,2011-05-05,27.200
551966,2011-05-05,43.470
551967,2011-05-05,17.000
551976,2011-05-05,72.000
551982,2011-05-05,199.870
551983,2011-05-05,96.400
551984,2011-05-05,50.000
551986,2011-05-05,56.800
551987,2011-05-05,22.260
551993,2011-05-05,0.950
551994,2011-05-05,76.100
551995,2011-05-05,198.370
551996,2011-05-05,30.000
551997,2011-05-05,287.940
551998,2011-05-05,34.200
552000,2011-05-05,123.490
552004,2011-05-05,10.400
552005,2011-05-05,96.480
552006,2011-05-05,4.160
552007,2011-05-05,65.300
552009,2011-05-05,6.500
552010,2011-05-05,42.070
552011,2011-05-05,53.650
552018,2011-05-05,48.940
552023,2011-05-05,38.700
552025,2011-05-05,42.530
552026,2011-05-05,108.000
552032,2011-05-05,17.250
552033,2011-05-05,91.200
552036,2011-05-05,11.800
552037,2011-05-05,13.200
552039,2011-05-06,435.050
552042,2011-05-06,104.950
552044,2011-05-06,13.200
552045,2011-05-06,45.600
552046,2011-05-06,48.900
552051,2011-05-06,79.160
552053,2011-05-06,48.000
552054,2011-05-06,20.800
552055,2011-05-06,27.960
552057,2011-05-06,60.000
552058,2011-05-06,17.850
552059,2011-05-06,37.440
552061,2011-05-06,146.060
552062,2011-05-06,16.600
552065,2011-05-06,37.220
552078,2011-05-06,37.300
552108,2011-05-06,150.650
552121,2011-05-06,30.780
552134,2011-05-06,159.350
552139,2011-05-06,29.850
552149,2011-05-06,142.860
552166,2011-05-06,105.160
552167,2011-05-06,25.500
552168,2011-05-06,39.300
552170,2011-05-06,105.100
552172,2011-05-06,640.000
552176,2011-05-06,35.160
552179,2011-05-06,2.900
552180,2011-05-06,55.230
552182,2011-05-06,30.000
552183,2011-05-06,1.100
552184,2011-05-06,54.960
552185,2011-05-06,41.400
552186,2011-05-06,105.120
552191,2011-05-06,44.050
552192,2011-05-06,54.150
552193,2011-05-06,25.100
552195,2011-05-06,25.500
552197,2011-05-06,17.400
552198,2011-05-06,20.950
552217,2011-05-06,17.850
552229,2011-05-06,84.720
552231,2011-05-06,157.930
552232,2011-05-06,245.710
552234,2011-05-06,194.720
552235,2011-05-06,37.240
552236,2011-05-06,61.200
552239,2011-05-06,63.530
552240,2011-05-06,150.350
552242,2011-05-06,18.200
552243,2011-05-06,27.300
552245,2011-05-06,62.850
552247,2011-05-06,6.750
552249,2011-05-06,2.080
552251,2011-05-06,1.950
552253,2011-05-08,54.080
552254,2011-05-08,30.000
552255,2011-05-08,12.640
552256,2011-05-08,49.750
552257,2011-05-08,168.300
552259,2011-05-08,16.430
552260,2011-05-08,153.500
552261,2011-05-08,37.300
552263,2011-05-08,22.950
552265,2011-05-08,58.450
552266,2011-05-08,74.550
552267,2011-05-08,32.050
552268,2011-05-08,41.600
552269,2011-05-08,23.190
552270,2011-05-08,15.000
552271,2011-05-08,1.690
552273,2011-05-08,91.600
552274,2011-05-08,11.500
552276,2011-05-08,120.480
552277,2011-05-08,7.020
552278,2011-05-08,25.710
552279,2011-05-08,20.800
552280,2011-05-08,8.450
552281,2011-05-08,78.900
552282,2011-05-08,80.610
552283,2011-05-08,16.800
552284,2011-05-08,135.200
552285,2011-05-08,50.800
552286,2011-05-08,23.850
552287,2011-05-08,16.500
552288,2011-05-08,74.700
552290,2011-05-08,62.650
552291,2011-05-08,48.900
552293,2011-05-08,26.700
552295,2011-05-08,17.840
552296,2011-05-08,69.330
552298,2011-05-08,24.000
552299,2011-05-08,30.850
552302,2011-05-08,36.050
552303,2011-05-08,59.780
552304,2011-05-08,26.100
552306,2011-05-08,27.200
552308,2011-05-08,34.500
552309,2011-05-08,74.400
552310,2011-05-08,8.400
552311,2011-05-08,10.200
552312,2011-05-08,26.400
552313,2011-05-08,49.500
552314,2011-05-08,15.000
552318,2011-05-08,91.750
552320,2011-05-09,45.900
552321,2011-05-09,60.510
552322,2011-05-09,20.800
552323,2011-05-09,38.670
552324,2011-05-09,32.700
552327,2011-05-09,29.600
552328,2011-05-09,16.500
552330,2011-05-09,24.300
552332,2011-05-09,30.150
552333,2011-05-09,29.950
552336,2011-05-09,30.000
552338,2011-05-09,31.450
552342,2011-05-09,262.800
552353,2011-05-09,84.670
552357,2011-05-09,28.370
552358,2011-05-09,149.520
552364,2011-05-09,23.800
552365,2011-05-09,29.210
552371,2011-05-09,3.360
552372,2011-05-09,30.600
552376,2011-05-09,7.950
552404,2011-05-09,9.360
552418,2011-05-09,62.100
552441,2011-05-09,19.800
552442,2011-05-09,23.100
552444,2011-05-09,10.900
552446,2011-05-09,18.580
552448,2011-05-09,2.950
552450,2011-05-09,348.300
552451,2011-05-09,50.940
552453,2011-05-09,84.400
552456,2011-05-09,31.880
552457,2011-05-09,19.800
552460,2011-05-09,136.300
552461,2011-05-09,59.400
552463,2011-05-09,12.600
552465,2011-05-09,7.950
552466,2011-05-09,20.400
552467,2011-05-09,82.500
552468,2011-05-09,75.920
552469,2011-05-09,50.350
552472,2011-05-09,64.200
552493,2011-05-09,137.290
552508,2011-05-09,147.370
552514,2011-05-09,369.850
552520,2011-05-09,68.160
552525,2011-05-09,12.750
552526,2011-05-09,8.950
552530,2011-05-10,34.550
552531,2011-05-10,66.900
552532,2011-05-10,20.800
552533,2011-05-10,91.500
552536,2011-05-10,56.400
552537,2011-05-10,2.100
552542,2011-05-10,30.120
552544,2011-05-10,8.500
552547,2011-05-10,298.900
552550,2011-05-10,140.640
552551,2011-05-10,16.500
552554,2011-05-10,56.460
552555,2011-05-10,9.960
552558,2011-05-10,17.850
552559,2011-05-10,10.500
552560,2011-05-10,54.400
552562,2011-05-10,58.500
552563,2011-05-10,231.080
552565,2011-05-10,314.550
552566,2011-05-10,358.000
552571,2011-05-10,85.050
552572,2011-05-10,178.000
552573,2011-05-10,15.000
552574,2011-05-10,250.570
552575,2011-05-10,15.000
552614,2011-05-10,66.700
552624,2011-05-10,89.500
552638,2011-05-10,54.450
552639,2011-05-10,30.000
552640,2011-05-10,49.030
552642,2011-05-10,87.300
552643,2011-05-10,12.450
552646,2011-05-10,2.950
552651,2011-05-10,23.910
552652,2011-05-10,65.600
552654,2011-05-10,9.200
552655,2011-05-10,42.170
552657,2011-05-10,6.960
552658,2011-05-10,6.900
552659,2011-05-10,844.970
552660,2011-05-10,103.600
552661,2011-05-10,45.800
552662,2011-05-10,33.020
552663,2011-05-10,34.840
552664,2011-05-10,53.100
552665,2011-05-10,67.990
552666,2011-05-10,35.630
552667,2011-05-10,13.170
552668,2011-05-10,37.990
552669,2011-05-10,82.170
552670,2011-05-10,46.340
552671,2011-05-10,94.040
552672,2011-05-10,74.560
552673,2011-05-10,57.980
552674,2011-05-10,281.230
552675,2011-05-10,28.850
552676,2011-05-10,77.780
552677,2011-05-10,42.960
552678,2011-05-10,54.230
552681,2011-05-10,61.320
552683,2011-05-10,195.730
552684,2011-05-10,73.220
552687,2011-05-10,50.400
552692,2011-05-10,10.080
552694,2011-05-10,172.950
552699,2011-05-10,19.800
552702,2011-05-10,62.710
552703,2011-05-10,10.680
552710,2011-05-11,453.260
552711,2011-05-11,67.460
552712,2011-05-11,51.600
552714,2011-05-11,18.750
552715,2011-05-11,69.000
552721,2011-05-11,87.000
552723,2011-05-11,59.700
552724,2011-05-11,21.540
552726,2011-05-11,70.950
552727,2011-05-11,94.900
552730,2011-05-11,14.950
552732,2011-05-11,39.600
552734,2011-05-11,407.900
552764,2011-05-11,57.840
552769,2011-05-11,35.810
552770,2011-05-11,63.750
552779,2011-05-11,35.130
552786,2011-05-11,88.800
552802,2011-05-11,9.900
552803,2011-05-11,16.850
552804,2011-05-11,36.800
552813,2011-05-11,52.900
552816,2011-05-11,28.390
552817,2011-05-11,68.900
552818,2011-05-11,19.800
552819,2011-05-11,15.000
552820,2011-05-11,99.900
552821,2011-05-11,42.850
