,Unnamed: 0,Unnamed: 0.1,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
417,417,418,charter,112.274,0.0058,360.126,360.126,77.274,112.274,0.5333,0.4522,0.0156,0.0058,5416.6667,8.59723590524362,247.85199999999998
418,418,419,charter,59.874,0.0029,34.874,34.874,34.874,59.874,0.0678,0.0503,0.0276,0.0029,2083.3332,7.641724390062335,25.0
419,419,420,charter,91.074,0.0058,261.326,261.326,56.074,91.074,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,170.252
420,420,421,charter,189.734,0.6456,66.67399999999999,66.67399999999999,154.734,189.734,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,123.06000000000002
421,421,422,charter,106.274,0.1648,77.274,77.274,77.274,106.274,0.0678,0.0789,0.0971,0.1648,5416.6667,8.59723590524362,29.0
422,422,423,charter,143.974,1.0266,266.616,266.616,108.974,143.974,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,122.642
423,423,424,charter,99.35,1.0266,191.334,191.334,64.35,99.35,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,91.98400000000001
425,425,426,charter,99.35,0.4216,191.334,191.334,64.35,99.35,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,91.98400000000001
429,429,430,charter,99.35,0.3975,191.334,191.334,64.35,99.35,0.5333,0.4522,0.1665,0.3975,2916.6666,7.978196667826407,91.98400000000001
430,430,431,charter,84.35,0.4216,146.734,146.734,49.35,84.35,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,62.384000000000015
431,431,432,charter,114.35,0.4216,235.93400000000003,235.93400000000003,79.35,114.35,0.5333,0.0069,0.0361,0.4216,3749.9999,8.22951109229779,121.58400000000003
433,433,434,charter,73.35,0.3087,67.774,67.774,49.35,73.35,0.1049,0.0079,0.0613,0.3087,2083.3332,7.641724390062335,5.575999999999993
437,437,438,charter,129.77,0.3975,322.218,322.218,94.77,129.77,0.5333,0.4522,0.1665,0.3975,5416.6667,8.59723590524362,192.448
439,439,440,charter,94.682,1.0266,489.804,489.804,59.682,94.682,0.5333,0.4522,0.2413,1.0266,7916.6663,8.976725474478886,395.12199999999996
440,440,441,charter,43.082,0.3087,75.012,75.012,19.082,43.082,0.1049,0.0079,0.0613,0.3087,2083.3332,7.641724390062335,31.93
441,441,442,charter,65.682,1.0266,251.804,251.804,30.682,65.682,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,186.122
442,442,443,charter,61.482,0.5391,36.482,36.482,36.482,61.482,0.0678,0.0503,0.2601,0.5391,4583.332,8.430181523517474,25.0
446,446,447,charter,335.314,1.0266,578.048,578.048,300.314,335.314,0.5333,0.4522,0.2413,1.0266,8750.001,9.076809093637367,242.73399999999998
447,447,448,charter,138.114,0.4671,138.996,138.996,114.114,138.114,0.1049,0.0451,0.1574,0.4671,2916.6666,7.978196667826407,0.882000000000005
448,448,449,charter,77.9,0.4216,197.34,197.34,42.9,77.9,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,119.44
450,450,451,charter,158.77,0.2421,133.77,133.77,133.77,158.77,0.0678,0.0052,0.1491,0.2421,7916.6663,8.976725474478886,25.0
452,452,453,charter,158.77,0.0029,133.77,133.77,133.77,158.77,0.0678,0.0503,0.0276,0.0029,7916.6663,8.976725474478886,25.0
454,454,455,charter,58.35,0.3087,47.174,47.174,34.35,58.35,0.1049,0.0079,0.0613,0.3087,1249.9998,7.130898670296334,11.176000000000002
457,457,458,charter,208.35,0.3087,253.174,253.174,184.35,208.35,0.1049,0.0079,0.0613,0.3087,9583.3357,9.167781004513879,44.82400000000001
458,458,459,charter,89.054,1.0266,181.896,181.896,54.054,89.054,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,92.84199999999998
461,461,462,charter,107.952,1.0266,373.05,373.05,72.952,107.952,0.5333,0.4522,0.2413,1.0266,6250.0013,8.740336950730425,265.098
464,464,465,charter,92.77,0.0046,106.858,106.858,68.77,92.77,0.1049,0.0451,0.0023,0.0046,3749.9999,8.22951109229779,14.088000000000008
468,468,469,charter,90.77,1.0266,189.618,189.618,55.77,90.77,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,98.848
469,469,470,charter,66.77,0.3087,66.458,66.458,42.77,66.77,0.1049,0.0079,0.0613,0.3087,2083.3332,7.641724390062335,0.3119999999999976
471,471,472,charter,103.77,0.0058,233.818,233.818,68.77,103.77,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,130.048
472,472,473,charter,66.77,0.0468,66.458,66.458,42.77,66.77,0.1049,0.0451,0.0238,0.0468,2083.3332,7.641724390062335,0.3119999999999976
473,473,474,charter,116.77,0.4216,278.018,278.018,81.77,116.77,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,161.248
474,474,475,charter,80.77,0.2421,55.77,55.77,55.77,80.77,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,24.999999999999993
478,478,479,charter,38.282,0.5391,13.282,13.282,13.282,38.282,0.0678,0.0503,0.2601,0.5391,1249.9998,7.130898670296334,24.999999999999996
481,481,482,charter,38.282,0.1648,13.282,13.282,13.282,38.282,0.0678,0.0503,0.023,0.1648,1249.9998,7.130898670296334,24.999999999999996
482,482,483,charter,174.65599999999995,0.6456,108.974,108.974,139.656,174.65599999999995,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,65.68199999999995
483,483,484,charter,123.374,0.4216,216.216,216.216,88.374,123.374,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,92.84200000000001
485,485,486,charter,112.374,0.0046,113.256,113.256,88.374,112.374,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,0.882000000000005
487,487,488,charter,84.35,0.4216,146.734,146.734,49.35,84.35,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,62.384000000000015
489,489,490,charter,174.35,1.0266,414.334,414.334,139.35,174.35,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,239.984
492,492,493,charter,79.666,0.5391,41.45399999999999,41.45399999999999,50.666,79.666,0.0678,0.0789,0.1643,0.5391,2083.3332,7.641724390062335,38.212
496,496,497,charter,103.254,0.3087,115.736,115.736,79.25399999999998,103.254,0.1049,0.0079,0.0613,0.3087,4583.332,8.430181523517474,12.482
497,497,498,charter,95.536,0.6456,41.45399999999999,41.45399999999999,60.536,95.536,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,54.08200000000001
498,498,499,charter,90.036,0.1726,50.666,50.666,60.536,90.036,0.0678,0.0052,0.0732,0.1726,2083.3332,7.641724390062335,39.370000000000005
499,499,500,charter,76.454,0.0058,139.496,139.496,41.45399999999999,76.454,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,63.042000000000016
500,500,501,charter,139.454,0.4216,351.496,351.496,104.454,139.454,0.5333,0.0069,0.0361,0.4216,6250.0013,8.740336950730425,212.04199999999997
502,502,503,charter,89.054,1.0266,181.896,181.896,54.054,89.054,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,92.84199999999998
503,503,504,charter,64.266,0.2421,28.854,28.854,35.266,64.266,0.0678,0.0025,0.0499,0.2421,1249.9998,7.130898670296334,35.412000000000006
505,505,506,charter,51.254,0.0058,54.69600000000001,54.69600000000001,16.254,51.254,0.5333,0.4522,0.0156,0.0058,416.66668,6.0322865736282365,3.4420000000000144
507,507,508,charter,127.046,0.0209,56.074,56.074,92.046,127.046,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,70.97200000000001
508,508,509,charter,101.674,0.0058,260.406,260.406,66.67399999999999,101.674,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,158.732
509,509,510,charter,112.274,0.3975,301.806,301.806,77.274,112.274,0.5333,0.4522,0.1665,0.3975,5416.6667,8.59723590524362,189.53199999999998
511,511,512,charter,80.074,0.0468,92.046,92.046,56.074,80.074,0.1049,0.0451,0.0238,0.0468,3749.9999,8.22951109229779,11.972000000000008
513,513,514,charter,101.674,0.0058,260.406,260.406,66.67399999999999,101.674,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,158.732
517,517,518,charter,48.674,0.0058,53.40600000000001,53.40600000000001,13.674,48.674,0.5333,0.4522,0.0156,0.0058,416.66668,6.0322865736282365,4.7320000000000135
518,518,519,charter,202.606,0.0052,74.646,74.646,177.606,202.606,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,127.96
520,520,521,charter,244.006,2.3014,92.046,92.046,219.006,244.006,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,151.95999999999998
524,524,525,charter,240.586,0.5391,167.37400000000005,167.37400000000005,211.586,240.586,0.0678,0.0789,0.1643,0.5391,12499.998,9.43348376329038,73.21199999999996
525,525,526,charter,69.874,0.4216,136.20600000000002,136.20600000000002,34.874,69.874,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,66.33200000000002
526,526,527,charter,101.674,1.0266,260.406,260.406,66.67399999999999,101.674,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,158.732
528,528,529,charter,202.606,2.3014,74.646,74.646,177.606,202.606,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,127.96
530,530,531,charter,122.874,1.0266,343.206,343.206,87.874,122.874,0.5333,0.4522,0.0051,1.0266,6250.0013,8.740336950730425,220.33200000000002
531,531,532,charter,91.074,1.0266,219.006,219.006,56.074,91.074,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,127.932
533,533,534,charter,80.47399999999998,0.0058,177.606,177.606,45.474,80.47399999999998,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,97.13200000000002
535,535,536,charter,67.604,0.0058,151.00799999999995,151.00799999999995,32.604,67.604,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,83.40399999999995
536,536,537,charter,241.64,0.1648,101.004,101.004,212.64,241.64,0.0678,0.0789,0.0971,0.1648,10416.666,9.251162302496436,140.63599999999997
537,537,538,charter,60.004,1.0266,115.808,115.808,25.004,60.004,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,55.80400000000001
538,538,539,charter,77.734,1.0266,386.464,386.464,42.734,77.734,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,308.73
540,540,541,charter,43.734,0.0046,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,28.338
541,541,542,charter,48.334,0.3087,88.87200000000001,88.87200000000001,24.334,48.334,0.1049,0.0079,0.0613,0.3087,3749.9999,8.22951109229779,40.53800000000001
547,547,548,charter,40.496,1.0266,84.272,84.272,5.496,40.496,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,43.776
554,554,555,charter,43.734,0.0046,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,28.338
555,555,556,charter,45.29600000000001,0.0058,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,112.57600000000001
557,557,558,charter,57.29600000000001,0.4216,341.872,341.872,22.296,57.29600000000001,0.5333,0.0069,0.0361,0.4216,7083.3317,8.86549965509619,284.576
558,558,559,charter,52.496,0.0058,268.272,268.272,17.496,52.496,0.5333,0.4522,0.0156,0.0058,5416.6667,8.59723590524362,215.77599999999998
559,559,560,charter,57.29600000000001,0.3975,341.872,341.872,22.296,57.29600000000001,0.5333,0.4522,0.1665,0.3975,7083.3317,8.86549965509619,284.576
561,561,562,charter,47.69600000000001,1.0266,194.672,194.672,12.696,47.69600000000001,0.5333,0.4522,0.0051,1.0266,3749.9999,8.22951109229779,146.976
571,571,572,charter,42.896,1.0266,121.072,121.072,7.896,42.896,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,78.176
572,572,573,charter,42.896,0.3975,121.072,121.072,7.896,42.896,0.5333,0.4522,0.1665,0.3975,2083.3332,7.641724390062335,78.176
577,577,578,charter,34.296,0.3087,54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,20.616
579,579,580,charter,45.534,0.4216,95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,49.73
581,581,582,charter,42.896,0.4216,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,78.176
582,582,583,charter,34.296,0.0046,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,20.616
583,583,584,charter,52.496,0.4216,268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5416.6667,8.59723590524362,215.77599999999998
588,588,589,charter,330.07199999999995,0.0052,106.112,106.112,305.072,330.07199999999995,0.2537,0.1498,0.0531,0.0052,6250.0013,8.740336950730425,223.95999999999995
589,589,590,charter,45.29600000000001,0.3975,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.1665,0.3975,2916.6666,7.978196667826407,112.57600000000001
594,594,595,charter,53.496,0.0046,157.312,157.312,29.496,53.496,0.1049,0.0451,0.0023,0.0046,9583.3357,9.167781004513879,103.816
595,595,596,charter,42.896,0.4216,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,78.176
596,596,597,charter,50.096,0.4216,231.472,231.472,15.095999999999998,50.096,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,181.376
599,599,600,charter,73.134,1.0266,344.8640000000001,344.8640000000001,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6250.0013,8.740336950730425,271.7300000000001
600,600,601,charter,59.334,0.0058,220.064,220.064,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,160.73
601,601,602,charter,57.534,0.3087,122.472,122.472,33.534,57.534,0.1049,0.0079,0.0613,0.3087,5416.6667,8.59723590524362,64.93799999999999
602,602,603,charter,43.734,0.0046,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,28.338
604,604,605,charter,50.13399999999999,0.0058,136.864,136.864,15.134,50.13399999999999,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,86.73000000000002
605,605,606,charter,50.13399999999999,0.0058,136.864,136.864,15.134,50.13399999999999,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,86.73000000000002
607,607,608,charter,45.534,0.4216,95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,49.73
610,610,611,charter,68.53399999999999,1.0266,303.264,303.264,33.534,68.53399999999999,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,234.73000000000002
612,612,613,charter,43.734,0.3087,72.072,72.072,19.734,43.734,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,28.338
615,615,616,charter,34.296,0.4671,54.912,54.912,10.296,34.296,0.1049,0.0451,0.1574,0.4671,2916.6666,7.978196667826407,20.616
621,621,622,charter,59.334,0.0058,220.064,220.064,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,160.73
622,622,623,charter,54.734,1.0266,178.46400000000003,178.46400000000003,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,123.73000000000002
625,625,626,charter,57.534,0.0468,122.472,122.472,33.534,57.534,0.1049,0.0451,0.0238,0.0468,5416.6667,8.59723590524362,64.93799999999999
633,633,634,charter,62.096,0.4216,415.472,415.472,27.096,62.096,0.5333,0.0069,0.0361,0.4216,8750.001,9.076809093637367,353.376
635,635,636,charter,59.69600000000001,0.3975,378.672,378.672,24.696,59.69600000000001,0.5333,0.4522,0.1665,0.3975,7916.6663,8.976725474478886,318.976
637,637,638,charter,36.696,0.0468,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0238,0.0468,3749.9999,8.22951109229779,31.016000000000005
640,640,641,charter,41.496,0.3087,93.312,93.312,17.496,41.496,0.1049,0.0079,0.0613,0.3087,5416.6667,8.59723590524362,51.815999999999995
643,643,644,charter,66.896,1.0266,489.072,489.072,31.896,66.896,0.5333,0.4522,0.2413,1.0266,10416.666,9.251162302496436,422.176
646,646,647,charter,89.912,1.0905,10.296,10.296,54.912,89.912,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,79.61600000000001
648,648,649,charter,50.096,0.4216,231.472,231.472,15.095999999999998,50.096,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,181.376
651,651,652,charter,50.096,0.3975,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.1665,0.3975,4583.332,8.430181523517474,181.376
652,652,653,charter,42.896,0.4216,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,78.176
661,661,662,charter,247.64,0.4216,276.432,276.432,212.64,247.64,0.5333,0.0069,0.0361,0.4216,10416.666,9.251162302496436,28.79200000000003
662,662,663,charter,39.37,0.1726,100.016,100.016,9.87,39.37,0.0678,0.0052,0.0732,0.1726,2083.3332,7.641724390062335,60.64600000000001
663,663,664,charter,183.64,1.0266,193.232,193.232,148.64,183.64,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,9.592000000000013
667,667,668,charter,47.87,1.0905,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,20.770000000000003
674,674,675,charter,68.87,0.0209,180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001,9.076809093637367,111.76999999999998
676,676,677,charter,53.87,1.0905,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0897,1.0905,4583.332,8.430181523517474,46.77
680,680,681,charter,47.87,0.2377,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666,7.978196667826407,20.770000000000003
683,683,684,charter,59.87,1.0905,132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013,8.740336950730425,72.76999999999998
684,684,685,charter,41.87,0.6456,36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,5.229999999999997
685,685,686,charter,44.87,0.0209,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,7.770000000000003
690,690,691,charter,45.37,0.1176,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0016,0.1176,3749.9999,8.22951109229779,115.446
691,691,692,charter,65.87,1.0905,164.64,164.64,30.87,65.87,0.0678,0.0789,0.0897,1.0905,7916.6663,8.976725474478886,98.76999999999998
694,694,695,charter,197.432,2.3014,24.87,24.87,172.43200000000004,197.432,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,172.56199999999998
702,702,703,charter,53.87,0.6456,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,46.77
712,712,713,charter,56.87,0.0209,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,59.77
716,716,717,charter,56.87,1.0905,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667,8.59723590524362,59.77
717,717,718,charter,50.87,0.2377,84.64,84.64,15.87,50.87,0.0678,0.0025,0.0108,0.2377,3749.9999,8.22951109229779,33.77
718,718,719,charter,59.87,1.0905,132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013,8.740336950730425,72.76999999999998
719,719,720,charter,44.87,0.6456,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,7.770000000000003
721,721,722,charter,62.87,0.0209,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,85.76999999999998
723,723,724,charter,42.37,0.1176,130.416,130.416,12.87,42.37,0.0678,0.0503,0.0016,0.1176,2916.6666,7.978196667826407,88.04599999999999
727,727,728,charter,47.87,0.0209,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,20.770000000000003
732,732,733,charter,56.87,1.0905,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667,8.59723590524362,59.77
735,735,736,charter,50.87,1.0905,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,33.77
738,738,739,charter,72.632,2.3014,6.87,6.87,47.632,72.632,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,65.762
739,739,740,charter,50.87,1.0905,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,33.77
740,740,741,charter,47.87,0.0209,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,20.770000000000003
741,741,742,charter,50.87,0.0209,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,33.77
743,743,744,charter,45.37,0.1726,160.816,160.816,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3749.9999,8.22951109229779,115.446
750,750,751,charter,44.87,0.6456,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,7.770000000000003
753,753,754,charter,41.87,0.6456,36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,5.229999999999997
758,758,759,charter,44.87,0.0209,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,7.770000000000003
761,761,762,charter,47.87,0.6456,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,20.770000000000003
762,762,763,charter,44.87,0.6456,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,7.770000000000003
765,765,766,charter,50.87,1.0905,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,33.77
768,768,769,charter,47.87,0.2377,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666,7.978196667826407,20.770000000000003
772,772,773,charter,56.87,0.0209,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,59.77
773,773,774,charter,50.87,0.6456,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,33.77
776,776,777,charter,70.988,0.6288,43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667,8.59723590524362,27.247999999999998
777,777,778,charter,84.74,0.6456,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,23.03
779,779,780,charter,90.74,1.0905,120.77,120.77,55.74,90.74,0.0678,0.0789,0.0897,1.0905,7083.3317,8.86549965509619,30.03
780,780,781,charter,78.74,0.2377,94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5416.6667,8.59723590524362,16.03
781,781,782,charter,72.74,0.6456,81.77,81.77,37.74,72.74,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,9.030000000000001
782,782,783,charter,61.24,0.324,134.366,134.366,31.74,61.24,0.0678,0.0503,0.1082,0.324,3749.9999,8.22951109229779,73.126
783,783,784,charter,60.74,0.0209,55.77,55.77,25.74,60.74,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,4.969999999999999
787,787,788,charter,72.74,0.0209,81.77,81.77,37.74,72.74,0.0678,0.0789,0.0102,0.0209,4583.332,8.430181523517474,9.030000000000001
788,788,789,charter,84.74,0.6456,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,23.03
789,789,790,charter,55.24,0.0289,108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666,7.978196667826407,53.72599999999999
792,792,793,charter,78.74,0.0209,94.77,94.77,43.74,78.74,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,16.03
794,794,795,charter,66.74,1.0905,68.77,68.77,31.74,66.74,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,2.030000000000001
796,796,797,charter,72.74,0.2377,81.77,81.77,37.74,72.74,0.0678,0.0025,0.0108,0.2377,4583.332,8.430181523517474,9.030000000000001
798,798,799,charter,84.74,0.6456,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,23.03
803,803,804,charter,47.87,0.6456,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,31.924
806,806,807,charter,41.87,0.6456,42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,0.7240000000000038
808,808,809,charter,45.37,0.1726,186.208,186.208,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3749.9999,8.22951109229779,140.838
809,809,810,charter,44.87,0.6456,61.194,61.194,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,16.324000000000005
811,811,812,charter,47.87,0.6456,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,31.924
813,813,814,charter,47.87,1.0905,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,31.924
820,820,821,charter,39.37,0.324,115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2083.3332,7.641724390062335,76.43800000000002
826,826,827,charter,59.87,0.6456,154.194,154.194,24.87,59.87,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,94.32399999999998
829,829,830,charter,56.87,0.0209,135.594,135.594,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,78.72399999999999
830,830,831,charter,53.87,0.0209,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332,8.430181523517474,63.124
831,831,832,charter,53.87,1.0905,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0897,1.0905,4583.332,8.430181523517474,63.124
833,833,834,charter,53.87,0.0209,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332,8.430181523517474,63.124
837,837,838,charter,36.37,0.324,80.608,80.608,6.87,36.37,0.0678,0.0503,0.1082,0.324,1249.9998,7.130898670296334,44.23800000000001
838,838,839,charter,47.87,0.0209,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,31.924
846,846,847,charter,56.87,0.0209,135.594,135.594,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,78.72399999999999
847,847,848,charter,56.87,0.6456,135.594,135.594,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5416.6667,8.59723590524362,78.72399999999999
849,849,850,charter,47.87,1.0905,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,31.924
851,851,852,charter,50.87,0.0209,98.394,98.394,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,47.52400000000001
853,853,854,charter,78.196,2.3014,12.87,12.87,53.19600000000001,78.196,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,65.326
858,858,859,charter,140.808,0.5391,115.808,115.808,115.808,140.808,0.0678,0.0503,0.2601,0.5391,2083.3332,7.641724390062335,24.999999999999986
862,862,863,charter,41.87,0.6456,42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,0.7240000000000038
