,Unnamed: 0,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income
220,221,charter,163.70600000000002,1.0266,453.858,453.858,128.70600000000002,163.70600000000002,0.5333,0.4522,0.2413,1.0266,8750.001
221,222,charter,106.706,0.0058,252.858,252.858,71.706,106.706,0.5333,0.4522,0.0156,0.0058,4583.332
222,223,boat,180.00599999999997,0.1574,255.798,255.798,180.00599999999997,204.00599999999997,0.1049,0.0451,0.1574,0.4671,12499.998
223,224,charter,139.704,0.1648,71.706,71.706,110.704,139.704,0.0678,0.0789,0.0971,0.1648,4583.332
224,225,boat,26.105999999999998,0.2413,92.05799999999999,92.05799999999999,26.105999999999998,61.106,0.5333,0.4522,0.2413,1.0266,1249.9998
225,226,charter,79.404,0.4671,81.648,81.648,55.403999999999996,79.404,0.1049,0.0451,0.1574,0.4671,5416.6667
226,227,pier,47.803999999999995,0.0789,47.803999999999995,47.803999999999995,100.64,129.64,0.0678,0.0789,0.0014,0.0029,4583.332
227,228,charter,82.804,0.4216,221.408,221.408,47.803999999999995,82.804,0.5333,0.0069,0.0361,0.4216,4583.332
228,229,charter,50.114,0.0209,10.534,10.534,15.114,50.114,0.0678,0.0789,0.0102,0.0209,1249.9998
229,230,pier,5.922000000000001,0.0503,5.922000000000001,5.922000000000001,5.922000000000001,30.921999999999997,0.0678,0.0503,0.2601,0.5391,2083.3332
230,231,pier,11.322000000000001,0.0503,11.322000000000001,11.322000000000001,11.322000000000001,36.321999999999996,0.0678,0.0503,0.0276,0.0029,4583.332
231,232,pier,6.29,0.0789,6.29,6.29,6.29,35.29,0.0678,0.0789,0.1643,0.5391,4583.332
232,233,boat,17.986,0.0014,17.986,17.986,17.986,46.986000000000004,0.0678,0.0789,0.0014,0.0029,3749.9999
233,234,charter,42.986000000000004,0.1648,17.986,17.986,17.986,42.986000000000004,0.0678,0.0503,0.023,0.1648,3749.9999
234,235,charter,46.986000000000004,0.5391,17.986,17.986,17.986,46.986000000000004,0.0678,0.0789,0.1643,0.5391,3749.9999
235,236,boat,45.18600000000001,0.2601,45.18600000000001,45.18600000000001,45.18600000000001,70.186,0.0678,0.0503,0.2601,0.5391,10416.666
236,237,beach,21.386,0.0678,21.386,21.386,21.386,46.386,0.0678,0.0052,0.1491,0.2421,4583.332
237,238,beach,9.522,0.0678,9.522,9.522,9.522,34.522,0.0678,0.0503,0.2601,0.5391,3749.9999
238,239,boat,51.842,0.2413,316.342,316.342,51.842,86.84200000000001,0.5333,0.4522,0.2413,1.0266,3749.9999
239,240,boat,5.922000000000001,0.0014,32.242,32.242,5.922000000000001,34.922,0.0678,0.0789,0.0014,0.0029,2083.3332
240,241,pier,9.522,0.0503,9.522,9.522,9.522,34.522,0.0678,0.0503,0.0276,0.0029,3749.9999
241,242,boat,11.322000000000001,0.0276,11.322000000000001,11.322000000000001,11.322000000000001,36.321999999999996,0.0678,0.0503,0.0276,0.0029,4583.332
242,243,beach,9.522,0.0678,9.522,9.522,9.522,34.522,0.0678,0.0503,0.0276,0.0029,3749.9999
243,244,beach,71.442,0.0678,71.442,71.442,13.122,42.122,0.0678,0.0789,0.1643,0.5391,5416.6667
244,245,boat,14.58,0.2601,14.58,14.58,14.58,39.58,0.0678,0.0503,0.2601,0.5391,5416.6667
245,246,charter,33.58,0.2421,8.58,8.58,8.58,33.58,0.0678,0.0052,0.1491,0.2421,2916.6666
246,247,charter,41.58,0.2421,56.61,56.61,12.58,41.58,0.0678,0.0025,0.0499,0.2421,4583.332
247,248,charter,43.58,0.5391,18.58,18.58,18.58,43.58,0.0678,0.0503,0.2601,0.5391,7083.3317
248,249,pier,8.58,0.0503,8.58,8.58,8.58,33.58,0.0678,0.0503,0.2601,0.5391,2916.6666
249,250,boat,666.11,0.0531,359.022,359.022,666.11,691.11,0.2537,0.1498,0.0531,0.0052,8750.001
250,251,charter,35.58,0.2421,29.61,29.61,6.58,35.58,0.0678,0.0025,0.0499,0.2421,2083.3332
251,252,boat,20.61,0.2413,135.11,135.11,20.61,55.61,0.5333,0.4522,0.2413,1.0266,1249.9998
252,253,charter,29.58,0.1648,4.58,4.58,4.58,29.58,0.0678,0.0503,0.023,0.1648,1249.9998
253,254,boat,6.58,0.0031,6.58,6.58,6.58,31.58,0.0678,0.0503,0.0031,0.0041,2083.3332
254,255,boat,31.586,0.1491,31.586,31.586,31.586,56.586000000000006,0.0678,0.0052,0.1491,0.2421,7083.3317
255,256,charter,49.786,0.2421,24.785999999999998,24.785999999999998,24.785999999999998,49.786,0.0678,0.0052,0.1491,0.2421,5416.6667
256,257,pier,13.818,0.0025,13.818,13.818,13.818,42.818000000000005,0.0678,0.0025,0.0499,0.2421,2083.3332
257,258,charter,59.618,0.5391,30.618000000000002,30.618000000000002,30.618000000000002,59.618,0.0678,0.0789,0.1643,0.5391,5416.6667
258,259,boat,4.29,0.0051,214.5,214.5,4.29,39.29,0.5333,0.4522,0.0051,1.0266,2916.6666
259,260,boat,5.29,0.0156,264.5,264.5,5.29,40.29,0.5333,0.4522,0.0156,0.0058,3749.9999
260,261,charter,33.29,0.1648,4.29,4.29,4.29,33.29,0.0678,0.0789,0.0971,0.1648,2916.6666
261,262,beach,4.122,0.0678,4.122,4.122,4.122,29.122,0.0678,0.0503,0.2601,0.5391,1249.9998
262,263,pier,5.922000000000001,0.0503,5.922000000000001,5.922000000000001,5.922000000000001,30.921999999999997,0.0678,0.0503,0.0276,0.0029,2083.3332
263,264,beach,71.442,0.0678,71.442,71.442,13.122,42.122,0.0678,0.0025,0.0499,0.2421,5416.6667
264,265,boat,5.922000000000001,0.0276,5.922000000000001,5.922000000000001,5.922000000000001,30.921999999999997,0.0678,0.0503,0.0276,0.0029,2083.3332
265,266,pier,15.87,0.0503,15.87,15.87,15.87,40.87,0.0678,0.0503,0.0276,0.0029,3749.9999
266,267,boat,3.87,0.0014,6.45,6.45,3.87,32.87,0.0678,0.0789,0.0014,0.0029,416.66668
267,268,boat,12.58,0.0276,12.58,12.58,12.58,37.58,0.0678,0.0503,0.0276,0.0029,4583.332
268,269,boat,6.58,0.1491,6.58,6.58,6.58,31.58,0.0678,0.0052,0.1491,0.2421,2083.3332
269,270,pier,6.58,0.0503,6.58,6.58,6.58,31.58,0.0678,0.0503,0.2601,0.5391,2083.3332
270,271,charter,32.722,0.0029,7.722,7.722,7.722,32.722,0.0678,0.0503,0.0276,0.0029,2916.6666
271,272,boat,3.29,0.1665,164.5,164.5,3.29,38.29,0.5333,0.4522,0.1665,0.3975,2083.3332
272,273,charter,30.29,0.0029,5.29,5.29,5.29,30.29,0.0678,0.0503,0.0276,0.0029,3749.9999
273,274,boat,3.29,0.0014,3.29,3.29,3.29,32.29,0.0678,0.0789,0.0014,0.0029,2083.3332
274,275,charter,34.29,0.1648,5.29,5.29,5.29,34.29,0.0678,0.0789,0.0971,0.1648,3749.9999
275,276,pier,2.29,0.0789,2.29,2.29,2.29,31.29,0.0678,0.0789,0.0971,0.1648,1249.9998
276,277,boat,5.29,0.0051,264.5,264.5,5.29,40.29,0.5333,0.4522,0.0051,1.0266,3749.9999
277,278,charter,36.29,0.0029,7.29,7.29,7.29,36.29,0.0678,0.0789,0.0014,0.0029,5416.6667
278,279,beach,13.29,0.0678,13.29,13.29,13.29,42.29,0.0678,0.0789,0.1643,0.0041,10416.666
279,280,charter,39.29,1.0266,214.5,214.5,4.29,39.29,0.5333,0.4522,0.2413,1.0266,2916.6666
280,281,charter,29.29,0.1648,4.29,4.29,4.29,29.29,0.0678,0.0503,0.023,0.1648,2916.6666
281,282,charter,31.29,0.3087,166.21200000000002,166.21200000000002,7.29,31.29,0.1049,0.0079,0.0613,0.3087,5416.6667
282,283,charter,35.29,0.1648,6.29,6.29,6.29,35.29,0.0678,0.0789,0.0971,0.1648,4583.332
283,284,boat,8.29,0.0613,189.012,189.012,8.29,32.29,0.1049,0.0079,0.0613,0.3087,6250.0013
284,285,charter,38.29,0.4216,164.5,164.5,3.29,38.29,0.5333,0.0069,0.0361,0.4216,2083.3332
285,286,charter,33.29,0.2421,4.29,4.29,4.29,33.29,0.0678,0.0025,0.0499,0.2421,2916.6666
286,287,charter,37.29,1.0266,114.5,114.5,2.29,37.29,0.5333,0.4522,0.2413,1.0266,1249.9998
287,288,pier,2.29,0.0789,2.29,2.29,2.29,31.29,0.0678,0.0789,0.1643,0.5391,1249.9998
288,289,pier,75.012,0.1498,75.012,75.012,75.012,93.512,0.2537,0.1498,0.0233,0.0219,2083.3332
289,290,pier,4.29,0.0789,4.29,4.29,4.29,33.29,0.0678,0.0789,0.1643,0.5391,2916.6666
290,291,boat,4.29,0.0051,214.5,214.5,4.29,39.29,0.5333,0.4522,0.0051,1.0266,2916.6666
291,292,boat,3.29,0.1574,75.012,75.012,3.29,27.29,0.1049,0.0451,0.1574,0.4671,2083.3332
292,293,charter,35.87,0.1648,11.45,11.45,6.87,35.87,0.0678,0.0789,0.0971,0.1648,1249.9998
293,294,charter,47.87,0.5391,31.45,31.45,18.87,47.87,0.0678,0.0789,0.1643,0.5391,4583.332
294,295,charter,58.87,0.5391,33.87,33.87,33.87,58.87,0.0678,0.0503,0.2601,0.5391,8750.001
295,296,boat,53.68600000000001,0.2413,843.186,843.186,53.68600000000001,88.686,0.5333,0.4522,0.2413,1.0266,12499.998
296,297,charter,42.29,1.0266,364.5,364.5,7.29,42.29,0.5333,0.4522,0.0051,1.0266,5416.6667
297,298,charter,41.29,1.0266,314.5,314.5,6.29,41.29,0.5333,0.4522,0.2413,1.0266,4583.332
298,299,charter,30.29,0.1648,5.29,5.29,5.29,30.29,0.0678,0.0503,0.023,0.1648,3749.9999
299,300,boat,5.29,0.2413,264.5,264.5,5.29,40.29,0.5333,0.4522,0.2413,1.0266,3749.9999
300,301,charter,36.29,0.1648,7.29,7.29,7.29,36.29,0.0678,0.0789,0.0971,0.1648,5416.6667
301,302,boat,4.29,0.0023,97.81200000000001,97.81200000000001,4.29,28.29,0.1049,0.0451,0.0023,0.0046,2916.6666
302,303,pier,3.29,0.0503,3.29,3.29,3.29,28.29,0.0678,0.0503,0.0276,0.0029,2083.3332
303,304,beach,8.29,0.0678,8.29,8.29,8.29,33.29,0.0678,0.0503,0.2601,0.5391,6250.0013
304,305,charter,35.58,0.0029,10.58,10.58,10.58,35.58,0.0678,0.0503,0.0276,0.0029,3749.9999
305,306,beach,11.186,0.0678,11.186,11.186,11.186,36.186,0.0678,0.0503,0.2601,0.5391,2083.3332
306,307,beach,38.385999999999996,0.0678,38.385999999999996,38.385999999999996,38.385999999999996,63.386,0.0678,0.0503,0.2601,0.5391,8750.001
307,308,boat,8.58,0.0276,8.58,8.58,8.58,33.58,0.0678,0.0503,0.0276,0.0029,2916.6666
308,309,charter,37.58,0.2421,38.61,38.61,8.58,37.58,0.0678,0.0025,0.0499,0.2421,2916.6666
309,310,charter,29.29,0.5391,4.29,4.29,4.29,29.29,0.0678,0.0503,0.2601,0.5391,2916.6666
310,311,boat,4.29,0.0276,4.29,4.29,4.29,29.29,0.0678,0.0503,0.0276,0.0029,2916.6666
311,312,charter,27.29,0.0046,75.012,75.012,3.29,27.29,0.1049,0.0451,0.0023,0.0046,2083.3332
312,313,boat,4.29,0.0051,214.5,214.5,4.29,39.29,0.5333,0.4522,0.0051,1.0266,2916.6666
313,314,boat,5.29,0.0276,5.29,5.29,5.29,30.29,0.0678,0.0503,0.0276,0.0029,3749.9999
314,315,charter,30.29,0.4671,143.412,143.412,6.29,30.29,0.1049,0.0451,0.1574,0.4671,4583.332
315,316,charter,29.29,0.2421,4.29,4.29,4.29,29.29,0.0678,0.0052,0.1491,0.2421,2916.6666
316,317,charter,35.29,0.5391,6.29,6.29,6.29,35.29,0.0678,0.0789,0.1643,0.5391,4583.332
317,318,boat,6.29,0.2601,6.29,6.29,6.29,31.29,0.0678,0.0503,0.2601,0.5391,4583.332
318,319,charter,29.29,0.0029,4.29,4.29,4.29,29.29,0.0678,0.0503,0.0276,0.0029,2916.6666
319,320,pier,3.29,0.0052,3.29,3.29,3.29,28.29,0.0678,0.0052,0.1491,0.2421,2083.3332
320,321,charter,32.29,0.0041,26.32,26.32,3.29,32.29,0.0678,0.0789,0.1643,0.0041,2083.3332
321,322,pier,4.29,0.0503,4.29,4.29,4.29,29.29,0.0678,0.0503,0.2601,0.5391,2916.6666
322,323,pier,2.29,0.0503,2.29,2.29,2.29,27.29,0.0678,0.0503,0.2601,0.5391,1249.9998
323,324,pier,2.29,0.0503,2.29,2.29,2.29,27.29,0.0678,0.0503,0.2601,0.5391,1249.9998
324,325,beach,4.29,0.0678,4.29,4.29,4.29,29.29,0.0678,0.0503,0.2601,0.5391,2916.6666
325,326,boat,8.29,0.2601,8.29,8.29,8.29,33.29,0.0678,0.0503,0.2601,0.5391,6250.0013
326,327,boat,7.29,0.2601,7.29,7.29,7.29,32.29,0.0678,0.0503,0.2601,0.5391,5416.6667
327,328,pier,13.29,0.0503,13.29,13.29,13.29,38.29,0.0678,0.0503,0.2601,0.5391,10416.666
328,329,boat,3.29,0.023,3.29,3.29,3.29,28.29,0.0678,0.0503,0.023,0.1648,2083.3332
329,330,boat,6.29,0.1491,6.29,6.29,6.29,31.29,0.0678,0.0052,0.1491,0.2421,4583.332
330,331,charter,32.29,0.1648,26.32,26.32,3.29,32.29,0.0678,0.0789,0.0971,0.1648,2083.3332
331,332,boat,4.29,0.0276,4.29,4.29,4.29,29.29,0.0678,0.0503,0.0276,0.0029,2916.6666
332,333,boat,6.29,0.0276,6.29,6.29,6.29,31.29,0.0678,0.0503,0.0276,0.0029,4583.332
333,334,charter,45.58,0.2421,74.61,74.61,16.58,45.58,0.0678,0.0025,0.0499,0.2421,6250.0013
334,335,pier,4.29,0.0503,4.29,4.29,4.29,29.29,0.0678,0.0503,0.2601,0.5391,2916.6666
335,336,charter,31.29,0.5391,6.29,6.29,6.29,31.29,0.0678,0.0503,0.2601,0.5391,4583.332
336,337,beach,2.29,0.0678,2.29,2.29,2.29,27.29,0.0678,0.0503,0.0276,0.0029,1249.9998
337,338,pier,5.29,0.0503,5.29,5.29,5.29,30.29,0.0678,0.0503,0.0276,0.0029,3749.9999
338,339,boat,3.29,0.0276,3.29,3.29,3.29,28.29,0.0678,0.0503,0.0276,0.0029,2083.3332
339,340,boat,2.29,0.0276,2.29,2.29,2.29,27.29,0.0678,0.0503,0.0276,0.0029,1249.9998
340,341,boat,4.29,0.0014,34.32,34.32,4.29,33.29,0.0678,0.0789,0.0014,0.0029,2916.6666
341,342,charter,31.29,0.0029,6.29,6.29,6.29,31.29,0.0678,0.0503,0.0276,0.0029,4583.332
342,343,boat,9.29,0.2601,9.29,9.29,9.29,34.29,0.0678,0.0503,0.2601,0.5391,7083.3317
343,344,beach,306.82,0.5333,306.82,306.82,42.32,77.32,0.5333,0.4522,0.2413,1.0266,3749.9999
344,345,boat,231.822,0.0897,65.61,65.61,231.822,266.822,0.0678,0.0789,0.0897,1.0905,5416.6667
345,346,boat,8.29,0.0276,8.29,8.29,8.29,33.29,0.0678,0.0503,0.0276,0.0029,6250.0013
346,347,charter,58.32,0.3087,132.132,132.132,34.32,58.32,0.1049,0.0079,0.0613,0.3087,2916.6666
347,348,charter,32.29,0.0029,26.32,26.32,3.29,32.29,0.0678,0.0789,0.0014,0.0029,2083.3332
348,349,charter,32.29,0.5391,7.29,7.29,7.29,32.29,0.0678,0.0503,0.2601,0.5391,5416.6667
349,350,boat,30.87,0.1643,51.45,51.45,30.87,59.87,0.0678,0.0789,0.1643,0.5391,7916.6663
350,351,boat,30.87,0.2601,30.87,30.87,30.87,55.87,0.0678,0.0503,0.2601,0.5391,7916.6663
351,352,boat,12.87,0.0276,12.87,12.87,12.87,37.87,0.0678,0.0503,0.0276,0.0029,2916.6666
352,353,charter,46.87,0.1648,21.87,21.87,21.87,46.87,0.0678,0.0503,0.023,0.1648,5416.6667
353,354,beach,24.785999999999998,0.0678,24.785999999999998,24.785999999999998,24.785999999999998,49.786,0.0678,0.0503,0.2601,0.5391,5416.6667
354,355,charter,50.386,0.5391,21.386,21.386,21.386,50.386,0.0678,0.0789,0.1643,0.5391,4583.332
355,356,charter,76.45,0.4216,455.95,455.95,41.45,76.45,0.5333,0.0069,0.0361,0.4216,6250.0013
356,357,boat,12.87,0.2601,12.87,12.87,12.87,37.87,0.0678,0.0503,0.2601,0.5391,2916.6666
357,358,charter,260.95,0.0052,119.262,119.262,235.95,260.95,0.2537,0.1498,0.0531,0.0052,2916.6666
358,359,boat,15.87,0.2601,15.87,15.87,15.87,40.87,0.0678,0.0503,0.2601,0.5391,3749.9999
359,360,boat,24.87,0.2601,24.87,24.87,24.87,49.87,0.0678,0.0503,0.2601,0.5391,6250.0013
360,361,charter,56.87,0.0041,46.45,46.45,27.87,56.87,0.0678,0.0789,0.1643,0.0041,7083.3317
361,362,beach,4.122,0.0678,4.122,4.122,4.122,29.122,0.0678,0.0503,0.2601,0.5391,1249.9998
362,363,pier,4.122,0.0503,4.122,4.122,4.122,29.122,0.0678,0.0503,0.2601,0.5391,1249.9998
363,364,boat,130.832,0.2601,130.832,130.832,130.832,155.832,0.0678,0.0503,0.2601,0.5391,4583.332
364,365,boat,73.002,0.0238,119.554,119.554,73.002,97.00200000000001,0.1049,0.0451,0.0238,0.0468,3749.9999
365,366,boat,74.354,0.0897,45.402,45.402,74.354,109.354,0.0678,0.0789,0.0897,1.0905,2083.3332
366,367,charter,109.354,0.6456,45.402,45.402,74.354,109.354,0.0678,0.0789,0.0559,0.6456,2083.3332
367,368,boat,73.002,0.1574,119.554,119.554,73.002,97.00200000000001,0.1049,0.0451,0.1574,0.4671,3749.9999
368,369,charter,86.75399999999999,0.0209,31.601999999999997,31.601999999999997,51.754,86.75399999999999,0.0678,0.0789,0.0102,0.0209,1249.9998
369,370,charter,66.602,0.4216,106.714,106.714,31.601999999999997,66.602,0.5333,0.0069,0.0361,0.4216,1249.9998
370,371,beach,37.098,0.0678,37.098,37.098,37.098,66.098,0.0678,0.0789,0.1643,0.5391,1249.9998
371,372,pier,20.898000000000003,0.0789,20.898000000000003,20.898000000000003,20.898000000000003,49.898,0.0678,0.0789,0.1643,0.5391,416.66668
372,373,charter,189.548,0.0058,393.66,393.66,154.548,189.548,0.5333,0.4522,0.0156,0.0058,5416.6667
373,374,charter,104.74799999999999,0.4216,177.66,177.66,69.748,104.74799999999999,0.5333,0.0069,0.0361,0.4216,2083.3332
374,375,charter,51.832,0.2421,26.831999999999997,26.831999999999997,26.831999999999997,51.832,0.0678,0.0052,0.1491,0.2421,416.66668
375,376,charter,135.032,0.5391,110.03200000000001,110.03200000000001,110.03200000000001,135.032,0.0678,0.0503,0.2601,0.5391,3749.9999
376,377,boat,236.196,0.0102,151.632,151.632,236.196,271.19599999999997,0.0678,0.0789,0.0102,0.0209,5416.6667
377,378,boat,328.43199999999996,0.0023,511.596,511.596,328.43199999999996,352.43199999999996,0.1049,0.0451,0.0023,0.0046,12499.998
378,379,charter,165.832,1.0266,353.49800000000005,353.49800000000005,130.832,165.832,0.5333,0.4522,0.2413,1.0266,4583.332
379,380,boat,106.596,0.0559,68.432,68.432,106.596,141.596,0.0678,0.0789,0.0559,0.6456,2083.3332
380,381,pier,90.948,0.0789,90.948,90.948,90.948,119.948,0.0678,0.0789,0.0014,0.0029,2916.6666
381,382,boat,90.948,0.0023,132.99,132.99,90.948,114.948,0.1049,0.0451,0.0023,0.0046,2916.6666
382,383,charter,162.49,0.1726,90.948,90.948,132.99,162.49,0.0678,0.0052,0.0732,0.1726,2916.6666
383,384,charter,61.574,1.0266,65.016,65.016,26.574,61.574,0.5333,0.4522,0.2413,1.0266,416.66668
384,385,charter,123.374,0.0058,216.21599999999998,216.21599999999998,88.374,123.374,0.5333,0.4522,0.0156,0.0058,2916.6666
385,386,boat,247.86,0.0613,319.302,319.302,247.86,271.86,0.1049,0.0079,0.0613,0.3087,5416.6667
386,387,boat,115.196,0.1574,295.422,295.422,115.196,139.196,0.1049,0.0451,0.1574,0.4671,7083.3317
387,388,pier,150.174,0.0789,150.174,150.174,170.58599999999998,199.58599999999998,0.0678,0.0789,0.1643,0.5391,5416.6667
388,389,charter,185.174,1.0266,367.416,367.416,150.174,185.174,0.5333,0.4522,0.2413,1.0266,5416.6667
389,390,charter,253.856,0.2377,170.774,170.774,218.856,253.856,0.0678,0.0025,0.0108,0.2377,6250.0013
390,391,charter,148.256,0.6456,88.374,88.374,113.256,148.256,0.0678,0.0789,0.0559,0.6456,2916.6666
391,392,beach,47.174,0.0678,47.174,47.174,53.586000000000006,82.586,0.0678,0.0789,0.1643,0.5391,1249.9998
392,393,pier,129.57399999999998,0.0789,129.57399999999998,129.57399999999998,147.186,176.18599999999998,0.0678,0.0789,0.1643,0.5391,4583.332
393,394,pier,108.97399999999999,0.0789,108.97399999999999,108.97399999999999,123.786,152.786,0.0678,0.0789,0.1643,0.5391,3749.9999
394,395,charter,267.574,1.0266,569.016,569.016,232.574,267.574,0.5333,0.4522,0.2413,1.0266,8750.001
395,396,charter,129.386,0.5391,88.374,88.374,100.38600000000001,129.386,0.0678,0.0789,0.1643,0.5391,2916.6666
396,397,charter,164.574,0.3975,317.01599999999996,317.01599999999996,129.57399999999998,164.574,0.5333,0.4522,0.1665,0.3975,4583.332
397,398,charter,193.44799999999998,2.3014,106.596,106.596,168.44799999999998,193.44799999999998,0.2537,0.1498,0.6817,2.3014,2083.3332
398,399,charter,188.75799999999998,0.2421,140.714,140.714,159.75799999999998,188.75799999999998,0.0678,0.0025,0.0499,0.2421,3749.9999
399,400,boat,140.714,0.1574,171.396,171.396,140.714,164.71400000000003,0.1049,0.0451,0.1574,0.4671,3749.9999
400,401,boat,270.848,0.0531,171.396,171.396,270.848,295.848,0.2537,0.1498,0.0531,0.0052,3749.9999
401,402,charter,173.59799999999998,0.6456,107.916,107.916,138.59799999999998,173.59799999999998,0.0678,0.0789,0.0559,0.6456,3749.9999
402,403,boat,79.25399999999999,0.0023,115.736,115.736,79.25399999999999,103.25399999999999,0.1049,0.0451,0.0023,0.0046,4583.332
403,404,charter,114.25399999999999,0.4216,266.69599999999997,266.69599999999997,79.25399999999999,114.25399999999999,0.5333,0.0069,0.0361,0.4216,4583.332
404,405,boat,37.751999999999995,0.0023,86.65799999999999,86.65799999999999,37.751999999999995,61.751999999999995,0.1049,0.0451,0.0023,0.0046,2916.6666
405,406,boat,11.352,0.0361,58.05,58.05,11.352,46.352,0.5333,0.0069,0.0361,0.4216,416.66668
406,407,boat,37.751999999999995,0.0023,86.65799999999999,86.65799999999999,37.751999999999995,61.751999999999995,0.1049,0.0451,0.0023,0.0046,2916.6666
407,408,charter,84.306,0.0046,85.698,85.698,60.306000000000004,84.306,0.1049,0.0451,0.0023,0.0046,3749.9999
408,409,charter,95.306,0.0058,212.658,212.658,60.306000000000004,95.306,0.5333,0.4522,0.0156,0.0058,3749.9999
409,410,charter,95.306,0.0058,212.658,212.658,60.306000000000004,95.306,0.5333,0.4522,0.0156,0.0058,3749.9999
410,411,charter,72.906,0.0046,69.498,69.498,48.906000000000006,72.906,0.1049,0.0451,0.0023,0.0046,2916.6666
411,412,beach,85.698,0.2537,85.698,85.698,85.698,104.198,0.2537,0.1498,0.0233,0.0219,3749.9999
412,413,boat,37.506,0.1574,53.298,53.298,37.506,61.506,0.1049,0.0451,0.1574,0.4671,2083.3332
413,414,boat,48.906000000000006,0.2413,172.458,172.458,48.906000000000006,83.906,0.5333,0.4522,0.2413,1.0266,2916.6666
414,415,charter,95.306,0.4216,212.658,212.658,60.306000000000004,95.306,0.5333,0.0069,0.0361,0.4216,3749.9999
415,416,pier,224.296,0.4522,224.296,224.296,66.654,101.654,0.5333,0.4522,0.2413,1.0266,3749.9999
416,417,pier,34.874,0.0789,34.874,34.874,34.874,63.873999999999995,0.0678,0.0789,0.1643,0.5391,2083.3332
417,418,charter,112.274,0.0058,360.126,360.126,77.274,112.274,0.5333,0.4522,0.0156,0.0058,5416.6667
418,419,charter,59.873999999999995,0.0029,34.874,34.874,34.874,59.873999999999995,0.0678,0.0503,0.0276,0.0029,2083.3332
419,420,charter,91.074,0.0058,261.32599999999996,261.32599999999996,56.074,91.074,0.5333,0.4522,0.0156,0.0058,3749.9999
420,421,charter,189.734,0.6456,66.67399999999999,66.67399999999999,154.734,189.734,0.0678,0.0789,0.0559,0.6456,4583.332
421,422,charter,106.274,0.1648,77.274,77.274,77.274,106.274,0.0678,0.0789,0.0971,0.1648,5416.6667
422,423,charter,143.974,1.0266,266.616,266.616,108.97399999999999,143.974,0.5333,0.4522,0.2413,1.0266,3749.9999
423,424,charter,99.35,1.0266,191.334,191.334,64.35,99.35,0.5333,0.4522,0.2413,1.0266,2916.6666
424,425,boat,184.35,0.0023,253.174,253.174,184.35,208.35,0.1049,0.0451,0.0023,0.0046,9583.3357
425,426,charter,99.35,0.4216,191.334,191.334,64.35,99.35,0.5333,0.0069,0.0361,0.4216,2916.6666
426,427,boat,67.774,0.0897,49.35,49.35,67.774,102.774,0.0678,0.0789,0.0897,1.0905,2083.3332
427,428,boat,64.35,0.0361,191.334,191.334,64.35,99.35,0.5333,0.0069,0.0361,0.4216,2916.6666
428,429,boat,34.35,0.0051,102.134,102.134,34.35,69.35,0.5333,0.4522,0.0051,1.0266,1249.9998
429,430,charter,99.35,0.3975,191.334,191.334,64.35,99.35,0.5333,0.4522,0.1665,0.3975,2916.6666
430,431,charter,84.35,0.4216,146.734,146.734,49.35,84.35,0.5333,0.0069,0.0361,0.4216,2083.3332
431,432,charter,114.35,0.4216,235.93400000000003,235.93400000000003,79.35,114.35,0.5333,0.0069,0.0361,0.4216,3749.9999
432,433,pier,34.35,0.0789,34.35,34.35,38.014,67.014,0.0678,0.0789,0.1643,0.5391,1249.9998
433,434,charter,73.35,0.3087,67.774,67.774,49.35,73.35,0.1049,0.0079,0.0613,0.3087,2083.3332
434,435,pier,20.152,0.0789,20.152,20.152,20.152,49.152,0.0678,0.0789,0.1643,0.5391,1249.9998
435,436,boat,45.402,0.0023,74.354,74.354,45.402,69.402,0.1049,0.0451,0.0023,0.0046,2083.3332
436,437,boat,64.35,0.2413,191.334,191.334,64.35,99.35,0.5333,0.4522,0.2413,1.0266,2916.6666
437,438,charter,129.77,0.3975,322.218,322.218,94.77,129.77,0.5333,0.4522,0.1665,0.3975,5416.6667
438,439,boat,55.77,0.2413,189.618,189.618,55.77,90.77,0.5333,0.4522,0.2413,1.0266,2916.6666
439,440,charter,94.682,1.0266,489.80400000000003,489.80400000000003,59.681999999999995,94.682,0.5333,0.4522,0.2413,1.0266,7916.6663
440,441,charter,43.082,0.3087,75.012,75.012,19.082,43.082,0.1049,0.0079,0.0613,0.3087,2083.3332
441,442,charter,65.682,1.0266,251.804,251.804,30.682,65.682,0.5333,0.4522,0.2413,1.0266,3749.9999
442,443,charter,61.482,0.5391,36.482,36.482,36.482,61.482,0.0678,0.0503,0.2601,0.5391,4583.332
443,444,pier,13.282,0.0789,13.282,13.282,13.282,42.282,0.0678,0.0789,0.1643,0.5391,1249.9998
444,445,boat,167.31400000000002,0.1665,322.048,322.048,167.31400000000002,202.31400000000002,0.5333,0.4522,0.1665,0.3975,4583.332
445,446,beach,74.196,0.2537,74.196,74.196,74.196,92.696,0.2537,0.1498,0.0008,0.0027,1249.9998
446,447,charter,335.314,1.0266,578.048,578.048,300.314,335.314,0.5333,0.4522,0.2413,1.0266,8750.001
447,448,charter,138.114,0.4671,138.996,138.996,114.11399999999999,138.114,0.1049,0.0451,0.1574,0.4671,2916.6666
448,449,charter,77.9,0.4216,197.34,197.34,42.9,77.9,0.5333,0.0069,0.0361,0.4216,2916.6666
