,Unnamed: 0,Unnamed: 0.1,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
575,575,576,boat,15.095999999999998,0.0613,80.512,80.512,15.095999999999998,39.096,0.1049,0.0079,0.0613,0.3087,4583.332,8.430181523517474,65.416
576,576,577,boat,12.696,0.0023,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0023,0.0046,3749.9999,8.22951109229779,55.016000000000005
578,578,579,boat,27.096,0.0156,415.472,415.472,27.096,62.096,0.5333,0.4522,0.0156,0.0058,8750.001,9.076809093637367,388.376
584,584,585,boat,10.296,0.0051,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.0051,1.0266,2916.6666,7.978196667826407,147.57600000000002
585,585,586,boat,10.296,0.0156,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,147.57600000000002
586,586,587,boat,15.095999999999998,0.1574,80.512,80.512,15.095999999999998,39.096,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,65.416
590,590,591,boat,106.112,0.0143,89.53200000000002,89.53200000000002,106.112,135.612,0.0678,0.0503,0.0143,0.0289,6250.0013,8.740336950730425,16.57999999999997
591,591,592,boat,10.296,0.0023,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,44.616
592,592,593,boat,15.095999999999998,0.0156,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,216.376
593,593,594,boat,17.496,0.0361,268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5416.6667,8.59723590524362,250.77599999999998
597,597,598,boat,22.296,0.0361,341.872,341.872,22.296,57.29600000000001,0.5333,0.0069,0.0361,0.4216,7083.3317,8.86549965509619,319.576
598,598,599,boat,15.095999999999998,0.1574,80.512,80.512,15.095999999999998,39.096,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,65.416
606,606,607,boat,15.134,0.2413,136.864,136.864,15.134,50.13399999999999,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,121.73
608,608,609,boat,61.13399999999999,0.0613,223.272,223.272,61.13399999999999,85.134,0.1049,0.0079,0.0613,0.3087,10416.666,9.251162302496436,162.138
609,609,610,boat,42.734,0.0361,386.464,386.464,42.734,77.734,0.5333,0.0069,0.0361,0.4216,7083.3317,8.86549965509619,343.73
613,613,614,boat,72.634,0.0613,265.272,265.272,72.634,96.634,0.1049,0.0079,0.0613,0.3087,12499.998,9.43348376329038,192.63799999999998
614,614,615,boat,19.734,0.2413,178.46400000000003,178.46400000000003,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,158.73000000000002
617,617,618,boat,37.896,0.2413,581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12499.998,9.43348376329038,543.176
618,618,619,boat,12.696,0.1574,67.712,67.712,12.696,36.696,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,55.016000000000005
619,619,620,boat,17.496,0.0238,93.312,93.312,17.496,41.496,0.1049,0.0451,0.0238,0.0468,5416.6667,8.59723590524362,75.816
623,623,624,boat,72.634,0.1574,265.272,265.272,72.634,96.634,0.1049,0.0451,0.1574,0.4671,12499.998,9.43348376329038,192.63799999999998
627,627,628,boat,28.934,0.0361,261.664,261.664,28.934,63.934,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,232.73
629,629,630,boat,51.934,0.0023,189.672,189.672,51.934,75.934,0.1049,0.0451,0.0023,0.0046,8750.001,9.076809093637367,137.738
630,630,631,boat,38.134,0.2413,344.8640000000001,344.8640000000001,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6250.0013,8.740336950730425,306.7300000000001
631,631,632,boat,10.296,0.0023,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,44.616
632,632,633,boat,10.296,0.0361,157.872,157.872,10.296,45.29600000000001,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,147.57600000000002
634,634,635,boat,37.896,0.0156,581.072,581.072,37.896,72.896,0.5333,0.4522,0.0156,0.0058,12499.998,9.43348376329038,543.176
636,636,637,boat,106.112,0.0108,19.896,19.896,106.112,141.112,0.0678,0.0025,0.0108,0.2377,6250.0013,8.740336950730425,86.216
639,639,640,boat,29.496,0.2413,452.272,452.272,29.496,64.49600000000001,0.5333,0.4522,0.2413,1.0266,9583.3357,9.167781004513879,422.776
642,642,643,boat,37.896,0.0023,202.112,202.112,37.896,61.896,0.1049,0.0451,0.0023,0.0046,12499.998,9.43348376329038,164.216
644,644,645,boat,10.296,0.0613,54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,44.616
647,647,648,boat,67.712,0.0102,12.696,12.696,67.712,102.712,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,55.016000000000005
650,650,651,boat,7.896,0.1574,42.112,42.112,7.896,31.896,0.1049,0.0451,0.1574,0.4671,2083.3332,7.641724390062335,34.216
653,653,654,boat,15.095999999999998,0.0156,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,216.376
656,656,657,boat,37.896,0.0238,202.112,202.112,37.896,61.896,0.1049,0.0451,0.0238,0.0468,12499.998,9.43348376329038,164.216
658,658,659,boat,17.496,0.2413,268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,250.77599999999998
664,664,665,boat,9.87,0.0102,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,42.77
665,665,666,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
668,668,669,boat,47.37,0.0102,252.64,252.64,47.37,82.37,0.0678,0.0789,0.0102,0.0209,12499.998,9.43348376329038,205.26999999999998
669,669,670,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
670,670,671,boat,12.87,0.0108,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666,7.978196667826407,55.77
671,671,672,boat,15.87,0.0143,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,144.946
672,672,673,boat,27.87,0.0559,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7083.3317,8.86549965509619,120.76999999999998
673,673,674,boat,15.87,0.0102,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,68.77
677,677,678,boat,27.87,0.0102,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,120.76999999999998
678,678,679,boat,27.87,0.0102,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,120.76999999999998
679,679,680,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
681,681,682,boat,18.87,0.0102,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332,8.430181523517474,81.77
682,682,683,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
692,692,693,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
693,693,694,boat,15.87,0.0102,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,68.77
696,696,697,boat,21.87,0.0897,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667,8.59723590524362,94.77
698,698,699,boat,24.87,0.0016,252.016,252.016,24.87,54.37,0.0678,0.0503,0.0016,0.1176,6250.0013,8.740336950730425,227.146
699,699,700,boat,24.87,0.0143,252.016,252.016,24.87,54.37,0.0678,0.0503,0.0143,0.0289,6250.0013,8.740336950730425,227.146
701,701,702,boat,18.87,0.0559,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,81.77
703,703,704,boat,18.87,0.0559,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,81.77
706,706,707,boat,18.87,0.0143,221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,202.53799999999998
720,720,721,boat,32.9,0.2339,9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332,7.641724390062335,23.03
722,722,723,boat,33.87,0.0559,180.64,180.64,33.87,68.87,0.0678,0.0789,0.0559,0.6456,8750.001,9.076809093637367,146.76999999999998
724,724,725,boat,21.87,0.0143,221.616,221.616,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667,8.59723590524362,199.746
726,726,727,boat,18.87,0.0732,191.216,191.216,18.87,48.37,0.0678,0.0052,0.0732,0.1726,4583.332,8.430181523517474,172.346
729,729,730,boat,27.87,0.0143,282.416,282.416,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7083.3317,8.86549965509619,254.546
730,730,731,boat,21.87,0.0559,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5416.6667,8.59723590524362,94.77
731,731,732,boat,15.87,0.0897,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,68.77
733,733,734,boat,27.87,0.0559,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7083.3317,8.86549965509619,120.76999999999998
736,736,737,boat,18.87,0.0108,100.64,100.64,18.87,53.87,0.0678,0.0025,0.0108,0.2377,4583.332,8.430181523517474,81.77
737,737,738,boat,15.87,0.0897,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,68.77
745,745,746,boat,9.87,0.0143,100.016,100.016,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332,7.641724390062335,90.146
748,748,749,boat,15.87,0.0897,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,68.77
752,752,753,boat,33.87,0.0102,180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001,9.076809093637367,146.76999999999998
754,754,755,boat,9.87,0.0897,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0897,1.0905,2083.3332,7.641724390062335,42.77
755,755,756,boat,15.87,0.0102,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,68.77
757,757,758,boat,27.87,0.0102,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,120.76999999999998
760,760,761,boat,42.87,0.0102,228.64,228.64,42.87,77.87,0.0678,0.0789,0.0102,0.0209,11250.001,9.328123496521451,185.76999999999998
763,763,764,boat,15.87,0.0143,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,144.946
764,764,765,boat,21.87,0.0102,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,94.77
767,767,768,boat,21.87,0.1082,221.616,221.616,21.87,51.37,0.0678,0.0503,0.1082,0.324,5416.6667,8.59723590524362,199.746
778,778,779,boat,42.77,0.0361,78.30199999999998,78.30199999999998,42.77,77.77,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,35.531999999999975
784,784,785,boat,43.74,0.0897,94.77,94.77,43.74,78.74,0.0678,0.0789,0.0897,1.0905,5416.6667,8.59723590524362,51.029999999999994
786,786,787,boat,43.74,0.0559,94.77,94.77,43.74,78.74,0.0678,0.0789,0.0559,0.6456,5416.6667,8.59723590524362,51.029999999999994
791,791,792,boat,25.74,0.0732,108.966,108.966,25.74,55.24,0.0678,0.0052,0.0732,0.1726,2916.6666,7.978196667826407,83.226
795,795,796,boat,37.74,0.0143,159.766,159.766,37.74,67.24,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,122.02599999999998
797,797,798,boat,31.74,0.0108,68.77,68.77,31.74,66.74,0.0678,0.0025,0.0108,0.2377,3749.9999,8.22951109229779,37.03
799,799,800,boat,43.74,0.0108,94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5416.6667,8.59723590524362,51.029999999999994
800,800,801,boat,13.74,0.0559,29.77,29.77,13.74,48.74,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,16.03
801,801,802,boat,25.74,0.0143,108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666,7.978196667826407,83.226
802,802,803,boat,6.87,0.0102,42.594,42.594,6.87,41.87,0.0678,0.0789,0.0102,0.0209,1249.9998,7.130898670296334,35.724000000000004
804,804,805,boat,9.87,0.0143,115.808,115.808,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332,7.641724390062335,105.938
805,805,806,boat,24.87,0.0897,154.194,154.194,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013,8.740336950730425,129.32399999999998
814,814,815,boat,47.37,0.0143,555.808,555.808,47.37,76.87,0.0678,0.0503,0.0143,0.0289,12499.998,9.43348376329038,508.438
815,815,816,boat,6.87,0.0143,80.608,80.608,6.87,36.37,0.0678,0.0503,0.0143,0.0289,1249.9998,7.130898670296334,73.738
816,816,817,boat,39.87,0.0143,467.80800000000005,467.80800000000005,39.87,69.37,0.0678,0.0503,0.0143,0.0289,10416.666,9.251162302496436,427.93800000000005
822,822,823,boat,24.87,0.0102,154.194,154.194,24.87,59.87,0.0678,0.0789,0.0102,0.0209,6250.0013,8.740336950730425,129.32399999999998
823,823,824,boat,18.87,0.0102,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332,8.430181523517474,98.124
832,832,833,boat,47.37,0.0732,555.808,555.808,47.37,76.87,0.0678,0.0052,0.0732,0.1726,12499.998,9.43348376329038,508.438
834,834,835,boat,33.87,0.0102,209.99400000000003,209.99400000000003,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001,9.076809093637367,176.12400000000002
835,835,836,boat,15.87,0.0559,98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,82.524
836,836,837,boat,9.87,0.0143,115.808,115.808,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332,7.641724390062335,105.938
840,840,841,boat,12.87,0.1082,151.00799999999995,151.00799999999995,12.87,42.37,0.0678,0.0503,0.1082,0.324,2916.6666,7.978196667826407,138.13799999999995
841,841,842,boat,21.87,0.0143,256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667,8.59723590524362,234.738
842,842,843,boat,15.87,0.0559,98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,82.524
845,845,846,boat,9.87,0.1082,115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2083.3332,7.641724390062335,105.938
850,850,851,boat,3.87,0.0559,23.994,23.994,3.87,38.87,0.0678,0.0789,0.0559,0.6456,416.66668,6.0322865736282365,20.124
852,852,853,boat,18.87,0.0143,221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,202.53799999999998
854,854,855,boat,6.87,0.0732,80.608,80.608,6.87,36.37,0.0678,0.0052,0.0732,0.1726,1249.9998,7.130898670296334,73.738
855,855,856,boat,21.87,0.0143,256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667,8.59723590524362,234.738
856,856,857,boat,6.87,0.0143,80.608,80.608,6.87,36.37,0.0678,0.0503,0.0143,0.0289,1249.9998,7.130898670296334,73.738
860,860,861,boat,33.87,0.0143,397.408,397.408,33.87,63.37,0.0678,0.0503,0.0143,0.0289,8750.001,9.076809093637367,363.538
861,861,862,boat,12.87,0.0102,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,66.92399999999999
863,863,864,boat,21.87,0.1082,256.608,256.608,21.87,51.37,0.0678,0.0503,0.1082,0.324,5416.6667,8.59723590524362,234.738
866,866,867,boat,12.87,0.0559,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,66.92399999999999
867,867,868,boat,27.87,0.0143,327.008,327.008,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7083.3317,8.86549965509619,299.138
868,868,869,boat,3.87,0.0022,45.408,45.408,3.87,33.37,0.0678,0.0503,0.0022,0.324,416.66668,6.0322865736282365,41.538000000000004
869,869,870,boat,121.836,0.6817,175.89,175.89,121.836,146.836,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,54.05399999999999
871,871,872,boat,31.144,0.6817,35.72400000000001,35.72400000000001,31.144,56.144,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,4.5800000000000125
875,875,876,boat,245.256,0.6817,224.818,224.818,245.256,270.256,0.2537,0.1498,0.6817,2.3014,7083.3317,8.86549965509619,20.437999999999988
878,878,879,boat,3.87,0.7369,22.446,22.446,3.87,28.87,0.2537,0.1498,0.7369,2.3101,416.66668,6.0322865736282365,18.576
880,880,881,boat,24.87,0.0531,144.246,144.246,24.87,49.87,0.2537,0.1498,0.0531,0.0052,6250.0013,8.740336950730425,119.376
883,883,884,boat,12.87,0.7369,74.646,74.646,12.87,37.87,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,61.776
886,886,887,boat,27.87,0.0531,161.64600000000004,161.64600000000004,27.87,52.87,0.2537,0.1498,0.0531,0.0052,7083.3317,8.86549965509619,133.77600000000004
889,889,890,boat,12.87,0.0531,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.776
890,890,891,boat,3.87,0.6817,22.446,22.446,3.87,28.87,0.2537,0.1498,0.6817,2.3014,416.66668,6.0322865736282365,18.576
893,893,894,boat,9.87,0.6817,57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,47.376000000000005
894,894,895,boat,27.87,0.6817,161.64600000000004,161.64600000000004,27.87,52.87,0.2537,0.1498,0.6817,2.3014,7083.3317,8.86549965509619,133.77600000000004
898,898,899,boat,12.87,0.0531,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.776
899,899,900,boat,12.87,0.7369,74.646,74.646,12.87,37.87,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,61.776
900,900,901,boat,9.87,0.0531,57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,47.376000000000005
901,901,902,boat,57.246,0.0143,176.34400000000005,176.34400000000005,57.246,86.74600000000002,0.0678,0.0503,0.0143,0.0289,2083.3332,7.641724390062335,119.09800000000004
902,902,903,boat,12.87,0.6817,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,61.776
906,906,907,boat,6.87,0.0531,39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,32.976
908,908,909,boat,92.046,0.0143,283.5440000000001,283.5440000000001,92.046,121.546,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,191.4980000000001
909,909,910,boat,12.87,0.6817,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,61.776
910,910,911,boat,12.87,0.0531,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.776
914,914,915,boat,24.87,0.6817,144.246,144.246,24.87,49.87,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,119.376
915,915,916,boat,24.87,0.6817,144.246,144.246,24.87,49.87,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,119.376
916,916,917,boat,18.87,0.0531,109.446,109.446,18.87,43.87,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,90.576
917,917,918,boat,6.87,0.0531,39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,32.976
918,918,919,boat,9.87,0.0531,57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,47.376000000000005
921,921,922,boat,15.87,0.6817,92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,76.176
922,922,923,boat,213.86,0.0361,15.095999999999998,15.095999999999998,213.86,248.86,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,198.764
925,925,926,boat,5.496,0.7369,32.976,32.976,5.496,30.496,0.2537,0.1498,0.7369,2.3101,1249.9998,7.130898670296334,27.479999999999997
926,926,927,boat,7.896,0.6817,47.37600000000001,47.37600000000001,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,39.48000000000001
928,928,929,boat,12.696,0.7369,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,63.480000000000004
929,929,930,boat,7.896,0.7369,47.37600000000001,47.37600000000001,7.896,32.896,0.2537,0.1498,0.7369,2.3101,2083.3332,7.641724390062335,39.48000000000001
930,930,931,boat,22.296,0.6817,133.776,133.776,22.296,47.29600000000001,0.2537,0.1498,0.6817,2.3014,7083.3317,8.86549965509619,111.48000000000002
932,932,933,boat,37.896,0.0531,227.376,227.376,37.896,62.896,0.2537,0.1498,0.0531,0.0052,12499.998,9.43348376329038,189.48000000000002
934,934,935,boat,15.095999999999998,0.7369,90.576,90.576,15.095999999999998,40.096,0.2537,0.1498,0.7369,2.3101,4583.332,8.430181523517474,75.47999999999999
939,939,940,boat,10.296,0.7369,61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,51.480000000000004
940,940,941,boat,10.296,0.6817,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,51.480000000000004
942,942,943,boat,5.496,0.6817,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,27.479999999999997
943,943,944,boat,27.096,0.7369,162.576,162.576,27.096,52.096,0.2537,0.1498,0.7369,2.3101,8750.001,9.076809093637367,135.48
944,944,945,boat,12.696,0.7369,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,63.480000000000004
948,948,949,boat,17.496,0.6817,104.976,104.976,17.496,42.496,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,87.48
950,950,951,boat,45.198,0.6817,150.174,150.174,45.198,70.19800000000001,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,104.976
953,953,954,boat,38.99800000000001,0.6817,129.57399999999998,129.57399999999998,38.99800000000001,63.99800000000001,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,90.57599999999996
961,961,962,boat,38.99800000000001,0.7369,129.57399999999998,129.57399999999998,38.99800000000001,63.99800000000001,0.2537,0.1498,0.7369,2.3101,4583.332,8.430181523517474,90.57599999999996
962,962,963,boat,26.598000000000006,0.0531,88.374,88.374,26.598000000000006,51.598,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.77599999999999
964,964,965,boat,26.598000000000006,0.6817,88.374,88.374,26.598000000000006,51.598,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,61.77599999999999
966,966,967,boat,32.798,0.6817,108.974,108.974,32.798,57.798,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,76.176
971,971,972,boat,76.19800000000002,0.6817,253.174,253.174,76.19800000000002,101.198,0.2537,0.1498,0.6817,2.3014,9583.3357,9.167781004513879,176.976
972,972,973,boat,32.798,0.0531,108.974,108.974,32.798,57.798,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,76.176
974,974,975,boat,14.198,0.0531,47.174,47.174,14.198,39.198,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,32.976
976,976,977,boat,38.99800000000001,0.6817,129.57399999999998,129.57399999999998,38.99800000000001,63.99800000000001,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,90.57599999999996
982,982,983,boat,4.122,0.6817,53.58600000000001,53.58600000000001,4.122,29.122,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,49.46400000000001
983,983,984,boat,9.522,0.0531,123.786,123.786,9.522,34.522,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,114.264
987,987,988,boat,12.696,0.7369,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,63.480000000000004
988,988,989,boat,7.896,0.6817,47.37600000000001,47.37600000000001,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,39.48000000000001
991,991,992,boat,19.896,0.6817,119.376,119.376,19.896,44.896,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,99.48
992,992,993,boat,10.296,0.6817,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,51.480000000000004
998,998,999,boat,5.496,0.0531,32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,27.479999999999997
999,999,1000,boat,10.296,0.6817,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,51.480000000000004
1000,1000,1001,boat,12.696,0.0531,76.176,76.176,12.696,37.696,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,63.480000000000004
1002,1002,1003,boat,3.096,0.0531,18.576,18.576,3.096,28.096,0.2537,0.1498,0.0531,0.0052,416.66668,6.0322865736282365,15.48
1003,1003,1004,boat,15.095999999999998,0.0531,90.576,90.576,15.095999999999998,40.096,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,75.47999999999999
1005,1005,1006,boat,12.696,0.6817,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,63.480000000000004
1006,1006,1007,boat,37.896,0.0531,227.376,227.376,37.896,62.896,0.2537,0.1498,0.0531,0.0052,12499.998,9.43348376329038,189.48000000000002
1010,1010,1011,boat,3.29,0.6817,37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,34.216
1015,1015,1016,boat,41.262,0.0143,243.34,243.34,41.262,70.762,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,202.078
1016,1016,1017,boat,36.45,0.0531,56.862,56.862,36.45,61.45,0.2537,0.1498,0.0531,0.0052,5416.6667,8.59723590524362,20.412
1019,1019,1020,boat,16.45,0.6817,25.662,25.662,16.45,41.45,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,9.212
1020,1020,1021,boat,56.862,0.0102,214.326,214.326,56.862,91.862,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,157.464
1021,1021,1022,boat,33.462,0.0102,126.126,126.126,33.462,68.462,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,92.664
1024,1024,1025,boat,41.262,0.0143,243.34,243.34,41.262,70.762,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,202.078
1026,1026,1027,boat,25.662,0.0102,96.726,96.726,25.662,60.662,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,71.064
